ID,ascending10otherwise,age,gender,Date,Condition,DS,AC,ACIR,ACSR,IR.1,IR.2,IR.3,IR.4,IR.5,IR.6,IR.7,IR.8,IR.9,IR.10,SR.1,SR.2,SR.3,SR.4,SR.5,SR.6,SR.7,SR.8,SR.9,SR.10,BeforeDV,AfterDV,DataCollection,ConditionFactor,Exc,difference,filter_$
LS84,1,19,2 Male,2/2/2017,Using,1,Views,6,5,blurry face,legend,a moon shaped pool,a head full of dreams,x,views,the very best of prince,lemonade,if i can dream,nine track mind,blurry face,legend,a moon shaped pool,a head full of dreams,views,x,the very best of prince,lemonade,if i can dream,nine track mind,1,-1,1,1,0,-2,1
LS85,1,19,1 Female,2/2/2017,Using,1,A head full of dreams,5,5,this is acting,25,chaos and the calm,anti,a head full of dreams,purpose,blurry face,views,delirium,i like it when you sleep for you are so,this is acting,25,anti,chaos and the calm,a head full of dreams,blurry face,purpose,views,delirium,i like it when you sleep for you are so,-1,-2,1,1,0,-1,1
LS86,1,19,1 Female,2/2/2017,Using,1,Views,5,2,lemonade,beauty behind the madness,25,this is acting,views,x,purpose,in the lonely hour,1989,anti,beauty behind the madness,views,lemonade,this is acting,25,x,in the lonely hour,purpose,anti,1989,-1,-4,1,1,0,-3,1
LS87,1,19,1 Female,2/2/2017,Using,1,A head full of dreams,6,3,lemonade,1989,beauty behind the madness,views,x,a head full of dreams,blurry face,anti,purpose,made in the am,lemonade,1989,a head full of dreams,x,views,beauty behind the madness,blurry face,purpose,anti,made in the am,1,-1,1,1,0,-2,1
LS88,1,18,1 Female,2/3/2017,Using,1,A head full of dreams,5,4,anti,a moon shaped pool,blurry face,in the lonely hour,a head full of dreams,x,blackstar,chaos and the calm,nine track mind,this is acting,anti,a moon shaped pool,in the lonely hour,a head full of dreams,chaos and the calm,x,blurry face,blackstar,nine track mind,this is acting,-1,-2,1,1,0,-1,1
LS89,0,18,1 Female,2/3/2017,Using,1,Nine track mind,5,4,purpose,25,beauty behind the madness,chaos and the calm,nine track mind,views,i like it when you sleep for you are so,delirium,in the lonely hour,this is acting,purpose,25,chaos and the calm,nine track mind,beauty behind the madness,views,delirium,i like it when you sleep for you are so,in the lonely hour,this is acting,-1,-2,1,1,0,-1,1
LS9,0,17,2 Male,11/22/2016,Using,1,1989,5,3,Blurry Face,Delirium,A head full of dreams,This is Acting,1989,Nine track mind,X,25,In the lonely hour,If I can dream,Blurry face,A head full of dreams,1989,Delirium,This is acting,X,25,Nine track mind,In the lonely hour,If I can dream,-1,-5,1,1,0,-4,1
LS90,1, , ,2/3/2017,Using,1,25,5,4,1989,in the lonely hour,lemonade,views,25,blurry face,beauty behind the madness,chaos and the calm,anti,nine track mind,1989,views,lemonade,25,in the lonely hour,beauty behind the madness,blurry face,anti,chaos and the calm,nine track mind,-1,-3,1,1,0,-2,1
LS91,0,20,1 Female,2/3/2017,Examining,1,Views,5,1,beauty behind the madness,in the lonely hour,anti,lemonade,views,purpose,chaos and the calm,25,this is acting,best of bowie,views,anti,beauty behind the madness,in the lonely hour,lemonade,purpose,chaos and the calm,25,this is acting,best of bowie,-1,-5,1,0,0,-4,1
LS92,0,18,1 Female,2/3/2017,Examining,1,25,5,5,beauty behind the madness,anti,views,Blurry face,25,purpose,lemonade,if i can dream,made in the am,1989,beauty behind the madness,anti,views,blurry face,25,purpose,lemonade,if i can dream,made in the am,1989,-1,-1,1,0,0,0,1
LS93,1,19,1 Female,2/3/2017,Examining,1,1989,5,5,the very best of prince,if i can dream,communion,in the lonely hour,1989,lemonade,beauty behind the madness,best of bowie,views, i like it when you sleep for you are so,the very best of prince,if i can dream,communion,in the lonely hour,1989,lemonade,Beauty behind the madness,best of bowie,views,i like it when you sleep for you are so,-1,-1,1,0,0,0,1
LS94,0,18,1 Female,2/6/2017,Examining,1,Legend,6,6,lemonade,this is acting,if i can dream,the very best of prince,nothing has changed,legend,best of bowie,a head full of dreams,nine track mind,views,a head full of dreams,lemonade,This is acting,if i can dream,the very best of prince,legend,best of bowie,nothing has changed,nine track mind,views,1,-2,1,0,0,-3,1
LS95,0,18,1 Female,2/6/2017,Examining,1,25,6,4,blurry face,a head full of dreams,i cry when i laugh,chaos and the calm,beauty behind the madness,25,delirium,lemonade,anti,views,blurry face,a head full of dreams,chaos and the calm,25,i cry when i laugh,beauty behind the madness,delirium,anti,lemonade,views,1,-2,1,0,0,-3,1
LS96,0,20,1 Female,2/6/2017,Examining,1,Delirium,5,7,views,lemonade,purpose,anti,delirium,25,blurry face,the very best of prince,a moon shaped pool,chaos and the calm,lemonade,views,chaos and the calm,anti,purpose,a moon shaped pool,delirium,the very best of prince,25,blurry face,-1,-2,1,0,0,-1,1
LS97,1,19,2 Male,2/6/2017,Examining,1,Legend,6,6,the very best of prince,if i can dream,in the lonely hour,nothing has changed,lemonade,legend,50,x,blackstar,beauty behind the madness,the very best of prince,if i can dream,in the lonely hour,nothing has changed,lemonade,legend,50,x,blackstar,beauty behind the madness,1,1,1,0,0,0,1
LS98,0,19,1 Female,2/6/2017,Examining,1,I like it when you sleep for you are so,5,4,1989,X,This is Acting,25,I like if when you sleep for you are so,Made in the AM,Blurry face,lemonade,a head full of dreams,in the lonely hour,X,1989,This is Acting,I like it when you sleep,25,Made in the AM,Blurry face,Lemonade,A head full of dreams,In the lonely hour,-1,-2,1,0,0,-1,1
LS99,1,19,2 Male,2/6/2017,Examining,1,Lemonade,5,3,25,anti,This is Acting,in the lonely hour,lemonade,purpose,chaos and the calm,x,1989,a head full of dreams,25,anti,lemonade,this is acting,purpose,1989,in the lonely hour,chaos and the calm,x,a head full of dreams,-1,-2,1,0,0,-1,1
