ID,ascending10otherwise,age,gender,Date,Condition,DS,AC,ACIR,ACSR,IR.1,IR.2,IR.3,IR.4,IR.5,IR.6,IR.7,IR.8,IR.9,IR.10,SR.1,SR.2,SR.3,SR.4,SR.5,SR.6,SR.7,SR.8,SR.9,SR.10,BeforeDV,AfterDV,DataCollection,ConditionFactor,Exc,difference,filter_$
LS273,1,19,2 Male, ,Examining,1,Nothing has changed,6,1,best of bowie,in the lonely hour,if i can dream,a head full of dreams,purpose,nothing has changed,anti,blackstar,blurry face,nine track mind,nothing has changed,if i can dream,in the lonely hour,best of bowie,a head full of dreams,purpose,anti,blackstar,blurry face,nine track mind,1,-5,2,0,0,-6,0
LS274,0,20,1 Female,5/1/2017,Examining,1,Made in the am,5,3,a head full of dreams,25,blurry face,this is acting,made in the am,the very best of prince,lemonade,legend,nine track mind,chaos and the calm,a head full of dreams,25,made in the am,this is acting,blurry face,legend,lemonade,the very best of prince,chaos and the calm,nine track mind,-1,-5,2,0,0,-4,0
LS275,1,19,2 Male,5/1/2017,Examining,1,A moon shaped pool,6,5,anti,a head full of dreams,legend,beauty behind the madness,blurry face,a moon shaped pool,all over the world,purpose,this is acting,x,anti,a head full of dreams,legend,beauty behind the madness,a moon shaped pool,all over the world,blurry face,this is acting,purpose,x,1,-2,2,0,0,-3,0
LS276,1,22,1 Female,5/1/2017,Examining,0,Views,6,6,blackstar,best of bowie,nothing has changed,communion,25,views,if i can dream,delirium,this is acting,the very best of prince,blackstar,best of bowie,nothing has changed,communion,25,views,if i can dream,delirium,this is acting,the very best of prince,1,1,2,0,0,0,0
LS277,1,20,2 Male,5/1/2017,Examining,1,Nothing has changed,6,3,I like it when you sleeo for you are so,Anti,Communion,Chaleur Humaine,Views,nothing has changed,X,in the lonely hour,a head full of dreams,made in the am,chaleur humaine,communion,nothing has changed,i like it when you sleep for you are so,anti,views,x,in the lonely hour,a head full of dreams,made in the am,1,-3,2,0,0,-4,0
LS278,1,20,2 Male,5/1/2017,Examining,0,In the lonely hour,5,4,views,beauty behind the madness,a head full of dreams,x,in the lonley hour,delirium,anti,legend,lemonade,blurry face,views,x,beauty behind the madness,in the lonely hour,a head full of dreams,delirium,anti,legend,lemonade,blurry face,-1,-2,2,0,0,-1,0
LS279,0,19,1 Female,5/1/2017,Examining,0,X,5,3,lemonade,anti,in the lonely hour,25,x,a head full of dreams,beauty behind the madness,chaos and the calm,nothing has changed,1989,lemonade,anti,x,25,a head full of dreams,in the lonely hour,beauty behind the madness,chaos and the calm,nothing has changed,1989,-1,-2,2,0,0,-1,0
LS28,1, , ,11/29/2016,Using,1,The very best of prince,5,5,Purpose,Views,Lemonade,If I can dream,The very best of prince,nothing's changed,nine track mind,A moon shaped pool,Legend,Blurry Face,Purpose,Blurry Face,Views,Lemonade,The Very Best of,If I can Dream,Nothing's Changed,Nine Track Mind,A moon shaped pool,Legend,-1,-2,1,1,0,-1,1
LS280,0, , ,5/1/2017,Examining,0,I like it when you sleep for you are so,6,6,blurry face,25,lemonade,beauty behind the madness,in the lonley hour,i like it when you sleep for you are so,if i can dream,a moon shaped pool,the very best of prince,best of bowie,blurry face,25,lemonade,beauty behind the madness,in the lonely hour,i like it when you sleep for you are so,if i can dream,a moon shaped pool,the very best of prince,best of bowie,1,1,2,0,0,0,0
LS281,0,20,2 Male,5/1/2017,Using,0,Views,5,3,a head full of dreams,made in the am,nothing has changed,1989,views,blackstar,25,if i can dream,anti,50,made in the am,a head full of dreams,views,1989,if i can dream,nothing has changed,blackstar,25,anti,50,-1,-4,2,1,0,-3,0
LS282,1, , ,5/2/2017,Using,0,Best of bowie,6,1,purpose,if i can dream,anti,beauty behind the madness,x,best of bowie,lemonade,1989,the very best of prince,blurry face,best of bowie,anti,beauty behind the madness,purpose,if i can dream,1989,blurry face,lemonade,the very best of prince,x,1,-9,2,1,0,-10,0
LS283,0,21,2 Male,5/2/2017,Using,0,Legend,6,4,anti,lemonade,beauty behind the madness,purpose,the very best of prince,legend,this is acting,get weird,delirium,50,anti,lemonade,beauty behind the madness,legend,purpose,the very best of prince,get weird,this is acting,delirium,50,1,-2,2,1,0,-3,0
LS284,1,19,1 Female,5/2/2017,Using,0,Beaty behind the madness,6,5,made in the am,lemonade,x,purpose,a head full of dreams,beauty behind the madness,in the lonely hour,25,best of bowie,views,made in the am,lemonade,x,purpose,beauty behind the madness,a head full of dreams,in the lonely hour,25,views,best of bowie,1,-1,2,1,0,-2,0
LS285,0,19,2 Male,5/2/2017,Using,0,X,6,2,purpose,anti,in the lonely hour,a head full of dreams,25,x,i like it when you sleep for you are so,the very best of prince,nine track mind,best of bowie,purpose,x,25,a head full of dreams,anti,i like it when you sleep for you are so,the very best of prince,in the lonely hour,best of bowie,nine track mind,1,-1,2,1,0,-2,0
LS286,0,20,2 Male,5/2/2017,Using,0,Blurry face,5,2,legend,the very best of prince,best of bowie,i like it when you sleep for you are so,blurry face,if i can dream,anti,x,lemonade,purpose,legend,blurry face,i like it when you sleep for you are so,the very best of prince,best of bowie,if i can dream,anti,lemonade,purpose,x,-1,-4,2,1,0,-3,0
LS287,1,20,2 Male,5/2/2017,Using,0,1989,5,5,25,x,a head full of dreams,if i can dream,1989,nine track mind,beauty behind the madness,the very best of prince,best of bowie,anti,25,a head full of dreams,x,if i can dream,1989,nine track mind,beauty behind the madness,the very best of prince,best of bowie,anti,-1,-1,2,1,0,0,0
LS288,1,18,1 Female,5/2/2017,Using,0,All over the world,6,3,if i can dream,a moon shaped pool,legend,the very best of prince,nothing has changed,all over the world,nine track mind,50,blackstar,communion,if i can dream,legend,all around the world,a moon shaped pool,the very best of prince,nine track mind,nothing has changed,50,blackstar,communion,1,-4,2,1,0,-5,0
LS289,1, , ,5/2/2017,Using,0,1989,6,5,lemonade,beauty behind the madness,x,blurry face,legend,1989,in the lonely hour,views,purpose,delirium,lemonade,beauty behind the madness,blurry face,x,1989,legend,in the lonely hour,views,purpose,delirium,1,-1,2,1,0,-2,0
LS29,0,18,1 Female,11/29/2016,Using,1,25,5,5,X,Delirium,Nine track mind,This is Acting,25,A head full of dreams,Lemonade,Blurry face,The very best of,Legend,X,A head full of dreams,Nine track mind,Delirium,25,This is acting,Lemonade,Blurry face,Legend,The very best of,-1,3,1,1,0,4,1
LS290,0,20,2 Male,5/2/2017,Using,0,Chaos and the calm,5,4,a moon shaped pool,the very best of prince,legend,this is acting,chaos and the calm,25,nothing has changed,best of bowie,blackstar,nine track mind,a moon shaped pool,the very best of prince,legend,chaos and the calm,this is acting,25,nothing has changed,best of bowie,blackstar,nine track mind,-1,-2,2,1,0,-1,0
LS291, ,20,2 Male,5/2/2017,Examining,0,Blurry face,5,2,legend,best of bowie,views,if i can dream,blurry face,blackstar,beauty behind the madness,the very best of prince,a moon shaped pool,nothing has changed,legend,blurry face,best of bowie,if i can dream,views,nothing has changed,beauty behind the madness,the very best of prince,blackstar,a moon shaped pool,-1,-7,2,0,0,-6,0
LS3,0,18,2 Male,11/22/2016,Using,1,Beauty behind the madness,6,2,A head full of dreams,Delirium,Lemonade,Best of Bowie,Blurryface,Beauty behind the madness,The very best of Prince,A moon shaped pool,Anti,If I can dream,A head full of dreams,Beauty behind the madness,Delirium,Blurryface,The very best of prince,Lemonade,Anti,Best of Bowie,A moon shaped pool,If I can dream,1,-2,1,1,0,-3,1
LS30,1,18,1 Female,11/30/2016,Using,1,Lemonade,6,2,A head full of dreams,Purpose,Nothing has changed,Blurry face,The very best of prince,Lemonade,Beauty behind the madness,In the lonely hour,I like it when you sleep for you are so,Anti,A head full of dreams,Lemonade,Beauty behind the madness,Blurry face,Purpose,Nothing has changed,The very best of prince,I like it when you sleep for you are so,In the lonely hour,Anti,1,-5,1,1,0,-6,1
LS31,0,20,2 Male,11/30/2016,Examining,1,I like it when you sleep for you are so,5,4,Communion,In the lonely hour,Delirium,Beauty behind the madness,I like it when you sleep for you are so,This is acting,Legend,Best of bowie,If I can dream,The very best of prince,Communion,Delirium,In the lonely hour,I like it when you sleep for you are so,This is acting,Beauty behind the madness,Legend,Best of bowie,If I can dream,The very best of,-1,-1,1,0,0,0,1
LS32,1,20,2 Male,11/30/2016,Examining,1,Nine track mind,5,5,Views,Purpose,A head full of dreams,Beauty behind the madness,Nine track mind,Anti,Delirium,X,25,Blurry Face,Views,Purpose,A head full of dreams,Beauty behind the madness,Nine track mind,Anti,Delirium,X,25,Blurry face,-1,-1,1,0,0,0,1
LS33,1,19,1 Female,12/1/2016,Examining,1,This is Acting,5,8,Beauty behind the madness,Legend,In the lonely hour,Anti,This is acting,The very best of,X,Purpose,A head full of dreams,Get Weird,Beauty behind the madness,Legend,In the lonely hour,Anti,X,The very best of,Purpose,This is acting,A head full of dreams,Get Weird,-1,2,1,0,0,3,1
LS34,1, , ,12/1/2016,Examining,1,1989,5,3,Views,Nine track mind,Anti,In the lonely hour,1989,Beauty behind the madness,Lemonade,25,A head full of dreams,If I can dream,Views,Anti,1989,Nine track mind,Beauty behind the madness,In the lonely hour,Lemonade,25,A head full of dreams,If I can dream,-1,-2,1,0,0,-1,1
LS35,0,18,2 Male,12/1/2016,Examining,1,If I can dream,5,4,Lemonade,This is acting,Purpose,The very best of,If I can dream,1989,25,Chaos and the calm,Legend,Delirium,Lemonade,Purpose,The very best of,If I can dream,This is acting,Chaos and the calm,25,1989,Legend,Delirium,-1,-4,1,0,0,-3,1
LS36,0,18,2 Male,12/1/2016,Examining,1,Legend,5,5,Blurry face,Views,Beauty behind the madness,if i can dream,legend,a head full of dreams,a moon shaped pool,Best of bowie,nothing has changed - the very best,communion,Blurry face,Views,Beauty behind the madness,If I can dream,Legend,A moon shaped pool,A head full of dreams,best of bowie,nothing has changed - the very best of,communion,-1,-2,1,0,0,-1,1
LS37,1, , ,12/1/2016,Examining,1,Made in the AM,6,5,I like it when you sleep for you are so,In the lonely hour,Purpose,Delirium,Nine track mind,Made in the AM,Chaos and the calm,If I can dream,Get weird,The very best of prince,I like it when you sleep for you are so,In the lonely hour,Purpose,Nine track mind,Made in the AM,Chaos and the calm,Delirium,If I can dream,Get weird,The very best of prince,1,1,1,0,0,0,1
LS38,1, , ,12/1/2016,Examining,1,Made in the AM,5,6,A moon shaped pool,Views,Anti,Nothing has changed,Made in the AM,Lemonade,If I can dream,This is acting,The very best of prince,Purpose,This is acting,Views,If I can dream,The Very best of prince,Purpose,Made in the AM,A moon shaped pool,Lemonade,Anti,Nothing has changed,-1,-2,1,0,0,-1,1
LS39,1,19,2 Male,12/1/2016,Examining,1,Blurry face (Do not send),5,3,A head full of dreams,A moon shaped pool,If I can dream,Beauty behind the madness,Blurry face,Best of bowie,Nothing has changed,X,This is acting,I like it when you sleep for you are so,A head full of dreams,A moon shaped pool,Blurry face,Beauty behind the madness,X,Best of bowie,Nothing has changed,If I can dream,This is acting,I like it when you sleep for you are so,-1,-3,1,0,0,-2,1
LS4,1,19,1 Female,11/22/2016,Using,1,Blurryface,5,3,This is acting,All over the world,Chaos and the calm,A moon shaped pool,Blurry face,Delirium,Nine track mind,Beauty behind the madness,The very best of,Communion,This is acting,All over the world,Blurry face,Chaos and the calm,A moon shaped pool,Delirium,Beauty behind the madness,Nine track mind,The very best of,Communion,-1,-3,1,1,0,-2,1
LS40,1,18,1 Female,12/1/2016,Examining,1,Purpose,6,1,Beauty behind the madness,Delirium,The very best of primce,This is Acting,I cry when I laugh,Purpose,Views,Blurry face,A head full of dreams,Legend,Purpose,I cry when I laugh,This is acting,Views,Beauty behind the madness,Delirium,A head full of dreams,The very best of prince,Blurry face,Legend,1,-1,1,0,0,-2,1
LS41,0,19,2 Male,12/6/2016,Using,1,A Moon Shaped Pool,5,5,Best of Bowie,Legend,Nothing has changed,Blackstar,A moon shaped pool,The very best of,Views,25,Anti,If I can dream,Best of Bowie,Legend,Nothing has changed,Blackstar,A moon shaped pool,The very best of,25,Views,Anti,If I can dream,-1,-1,1,1,0,0,1
LS42,0,19,2 Male,12/6/2016,Using,1,Purpose,5,5,Views,Anti,Beauty behind the madness,Legend,Purpose,Lemonade,X,The very best of,25,In the lonley hour,Views,Anti,Beauty behind the madness,Legend,Purpose,Lemonade,The very best of,X,25,In the lonely hour,-1,-1,1,1,0,0,1
LS43,1,20,2 Male,12/6/2016,Using,1,Nine Track Mind,6,1,25,Chaos and the calm,Beauty behind the madness,This is Acting,Delirium,Nine Track Mind,A head full of dreams,Made in the AM,Views,1989,Nine Track Mind,25,Chaos and the calm,Beauty behind the madness,This is acting,Delirium,Views,A head full of dreams,Made in the AM,1989,1,-5,1,1,0,-6,1
LS44,0,19,2 Male,12/6/2016,Using,1,Chaos and the calm,5,5,Best of bowie,If I can dream,Nothin has changed,The very best of prince,Chaos and the calm,I cry when I laugh,This is acting,Beauty behind the madness,50,A moon shaped pool,Best of Bowie,If I can dream,Nothing has changed,The Very best of prince,Chaos and the calm,I cry when I laugh,This is acting,Beauty behind the madness,50,A moon shaped pool,-1,-1,1,1,0,0,1
LS45,1,19,1 Female,12/6/2016,Using,1,I cry when I laugh,5,5,Delirium,Lemonade,Beauty behind the madness,In the lonely hour,I cry when I laugh,If I can dream,Communion,Get weird,Best of bowie,Nine track mind,Delirium,Lemonade,Beauty behind the madness,In the lonely hour,I cry when I laugh,If I can Dream,Communion,Nine track mind,Get weird,Best of bowie,-1,-1,1,1,0,0,1
LS46,0, , ,12/6/2016,Using,1,I like it when you sleep for you are so,5,4,X,In the lonely hour,Made in the AM,Blurry face,I like it when you sleep for you are so,a head full of dreams,25,Lemonade,Anti,If I can dream,X,In the lonely hour,Blurry face,I like it when you sleep for you are so,A head full of dreams,Made in the AM,25,Lemonade,Anti,If I can dream,-1,-1,1,1,0,0,1
LS47,0, , ,12/6/2016,Using,1,Blurryface,5,1,Beauty behind the madness,If I can dream,delirium,the very best of,Blurry face,Legend,This is acting,A head full of dreams,Blackstar,I like it when you sleep,Blurry face,Beauty behind the madness,I like it when you sleep for you are so,Delirium,The very best of,Legend,If i can dream,This is acting,A head full of dreams,Blackstar,-1,-5,1,1,0,-4,1
LS48,1,18,2 Male,12/6/2016,Using,1,Best of Bowie,5,5,Legend,A moon shaped pool,Blackstar,A head full of dreams,Best of Bowie,Views,Lemonade,Chaos and the calm,Blurry Face,Beauty behind the madness,Legend,A moon shaped pool,Blackstar,A head full of dreams,Best of Bowie,Views,Lemonade,Chaos and the calm,Blurry face,Beauty behind the madness,-1,-1,1,1,0,0,1
LS49,1,23,1 Female,1/23/2017,Using,1,All over the world,6,2,Anti,Nine track mind,Chaos and the calm,Blackstar,Best of Bowie,All Over the World,This is acting,Legend,Delirium,50,Anti,All over the world,Blackstar,50,Chaos and the calm,This is acting,Legend,Delirium,Nine track mind,Best of bowie,1,-8,1,1,0,-9,1
LS5,1,20,1 Female,11/22/2016,Using,1,The very best of Prince,6,1,Purpose,If i can dream,Views,Anti,Blurry face,The very best of Prince,Beauty behind the madness,Nine track mind,Delirium,A head full of dreams,The very best of Prince,Purpose,If I can dream,Views,Anti,Blurry face,Beauty behind the madness,Nine track mind,Delirium,A head full of dreams,1,-5,1,1,0,-6,1
LS50,0,18,1 Female,1/23/2017,Using,1,50,5,5,I like it when you sleep for you are so,Blurry face,A moon shaped pool,Nothing has changed,50,This is acting,If I can dream,Chaos and the calm,X,Nine track mind,I like it when you sleep for you are so,Blurryface,If I can dream,Nothing has changed,50,A moon shaped pool,This is acting,Chaos and the calm,X,Nine track mind,-1,-2,1,1,0,-1,1
LS51,0,19,1 Female,1/23/2017,Examining,1,Made in the AM,6,5,Nine track mind,Blurry face,X,Chaos and the calm,A head full of dreams,Made in the AM,Nothing has changed,If I can dream,All over the world,A moon shaped pool,Nine Track Mind,X,Blurry face,Chaos and the calm,Made in the AM,A head full of dreams,Nothing has changed,If I can dream,All over the world,A moon shaped pool,1,-1,1,0,0,-2,1
LS52,0,19,2 Male,1/23/2017,Examining,1,Blurry face,5,5,If i can dream,A moon shaped pool,All over the world,50,Blurry face,Legend,A head full of dreams,Chaos and the calm,Nothing has changed,Views,If I can dream,All over the world,A moon shaped pool,50,Blurry face,A head full of dreams,Nothing has changed,Chaos and the calm,Legend,Views,-1,-4,1,0,0,-3,1
LS53,0,19,2 Male,1/25/2017,Examining,1,Legend,5,3,The very best of prince,Blackstar,All over the world,A moon shaped pool,Legend,Blurry face,If I can dream,X,Chaos and the calm,Best of bowie,The very best of prince,Blackstar,Legend,All over the world,Blurry face,If I can dream,A moon shaped pool,X,Chaos and the calm,Best of bowie,-1,-2,1,0,0,-1,1
LS54,0,19,1 Female,1/24/2017,Examining,1,In the lonely hour,5,4,1989,Views,A head full of dreams,Beauty behind the madness,In the lonely hour,Lemonade,25,Purpose,X,Delirium,1989,Views,Beauty behind the madness,In the lonely hour,A head full of dreams,25,Purpose,Lemonade,X,Delirium,-1,-4,1,0,0,-3,1
LS55,1,18,2 Male,1/24/2017,Examining,1,Lemonade,5,3,Views,Best of bowie,I like it when you sleep for you are so,A head full of dreams,Lemonade,This is acting,Blurry face,Anti,X,Beauty behind the madness,Views,I like it when you sleep for you are so,Lemonade,Best of bowie,A head full of dreams,This is acting,Blurry face,Anti,Beauty behind the madness,X,-1,-3,1,0,0,-2,1
LS56,1,19,2 Male,1/26/2017,Examining,1,The very best of prince,5,5,Views,If I can dream,50,Delirium,The very best of prince,25,Legend,1989,Lemonade,Best of bowie,Views,If I can dream,50,Delirium,The very best of prince,25,Legend,1989,Lemonade,Best of bowie,-1,-1,1,0,0,0,1
LS57,0, , ,1/25/2017,Examining,1,Anti,5,7,I like it when you sleep for you are so,A head full of dreams,Lemonade,All over the world,Anti,Best of bowie,A moon shaped pool,Blurry face,Delirium,I cry when I laugh,I like it when you sleep for you are so,A head full of dreams,Lemonade,All over the world,A moon shaped pool,Blurry face,Anti,Best of bowie,Delirium,I cry when I laugh,-1,-1,1,0,0,0,1
LS58,1,19,1 Female,1/26/2017,Examining,1,I like it when you sleep for you are so,5,6,Nine track mind,This is acting,Delirium,The very best of prince,I like it when you sleep for you are so,50,Legend,Nothing has changed,If i can dream,Made in the am,This is acting,Nine track mind,Delirium,The very best of,Legend,I like it when you sleep for you are so,50,Nothing has changed,If i can dream,Made in the am,-1,-1,1,0,0,0,1
LS59,1,18,1 Female,1/26/2017,Examining,1,I like it when you sleep for you are so,5,4,A moon shaped pool,Delirium,Beauty behind the madness,Blurry face,I like it when you sleep for you are so,Anti,Views,Nothing has changed,Lemonade,The very best of prince,A moon shaped pool,Delirium,Beauty behind the madness,I like it when you sleep for you are so,Blurry face,Nothing has changed,Anti,Views,Lemonade,The very best of prince,-1,-3,1,0,0,-2,1
LS6,0,18,1 Female,11/22/2016,Using,1,0,0,0,Best of bowie,Blurry face,Beauty behind the madness,Legend,I cry when I laugh,All over the world,25,Anti,Made in the AM,Nine track mind,Best of bowie,Blurry face,All over the world,Legend,I cry when I laugh,25,Anti,Beauty behind the madness,Made in the AM,Nine track mind,0,0,1,1,1,0,1
LS60,0,18,1 Female,1/26/2017,Examining,1,This is acting,5,5,X,25,Lemonade,If i can dream,This is acting,1989,In the lonely hour,Nine track mind,A head full of dreams,Anti,X,25,Lemonade,If I can dream,This is acting,1989,In the lonely hour,Nine track mind,A head full of dreams,Anti,-1,-1,1,0,0,0,1
LS61,1,19,1 Female,1/24/2017,Using,1,Anti,5,5,Chaos and the calm,Views,Beauty behind the madness,25,Anti,Black star,Made in the AM,This is acting,The very best of prince,Blurry face,Chaos and the calm,Views,Beauty behind the madness,25,Anti,Black star,Made in the am,This is acting,The very best of prince,Blurry face,-1,-1,1,1,0,0,1
LS62,0,18,1 Female,1/25/2017,Using,1,Views,5,5,Lemonade,Beauty behind the madness,Best of bowie,The very best of prince,Views,Made in the am,X,Anti,Blackstar,I like it when you sleep for you are so,Lemonade,Beauty behind the madness,Best of bowie,The very best of prince,Views,Anti,X,Made in the AM,Blackstar,I like it when you sleep for you are so,-1,-3,1,1,0,-2,1
LS63,1,21,2 Male,1/25/2017,Using,1,Nothing has changed,5,3,A moon shaped pool,This is acting,Anti,The very best of prince,Nothing has changed,25,If I can dream,Views,Lemonade,X,This is acting,Anti,Nothing has changed,The very best of prince,A moon shaped pool,If I can dream,25,Views,Lemonade,X,-1,-4,1,1,0,-3,1
LS64,1,20,1 Female,1/24/2017,Using,1,Made in the AM,5,5,Lemonade,1989,This is acting,Anti,Made in the am,25,Purpose,Best of bowie,The very best of prince,Beauty behind the madness,Lemonade,1989,This is acting,Anti,Made in the AM,25,Purpose,best of bowie,The very best of prince,Beauty behind the madness,-1,-1,1,1,0,0,1
LS65,0,18,1 Female,1/24/2017,Using,1,25,5,1,Lemonade,X,Anti,Blurry face,25,A head full of dreams,Beauty behind the madness,I like it when you sleep for you are so,Chaos and the calm,Best of bowie,25,Lemonade,Anti,X,Beauty behind the madness,A head full of dreams,Best of bowie,Blurry face,I like it when you sleep for you are so,Chaos and the calm,-1,-5,1,1,0,-4,1
LS66,0,19,1 Female,1/24/2017,Using,1,Made in the AM,5,5,25,This is acting,X,In the lonely hour,Made in the am,I like it when you sleep for you are so,A moon shaped pool,If I can dream,1989,The very best of prince,25,This is acting,X,In the lonely hour,Made in the AM,I like it when you sleep for you are so,A moon shaped pool,If I can dream,1989,The very best of prince,-1,-1,1,1,0,0,1
LS67,1,19,1 Female,1/25/2017,Using,1,Beauty behind the madness (do not send),6,6,25,Blurry face,Lemonade,If i can dream,A head full of dreams,Beauty behind the madness,1989,Nothing has changed,Delirium,Views,Blurry face,25,Lemonade,If i can dream,A head full of dreams,Beauty behind the madness,1989,Nothing has changed,Delirium,Views,1,1,1,1,0,0,1
LS68,0,19,1 Female,1/25/2017,Using,1,A head full of dreams,5,5,25,Blackstar,A head full of dreams,Best of bowie,Lemonade,This is acting,The very best of,Beauty behind the madness,1989,In the lonely hour,Lemonade,1989,Best of bowie,25,A head full of dreams,This is acting,In the lonely hour,Beauty behind the madness,The very best of,Blackstar,-1,-1,1,1,0,0,1
LS69,1,18,1 Female,1/26/2017,Using,1,Anti,6,7,Beauty behind the madness,In the lonely hour,Nine track mind,25,This is acting,Anti,Views,Lemonade,Purpose,A head full of dreams,Beauty behind the madness,In the lonely hour,25,This is acting,Nine track mind,Views,Anti,Purpose,Lemonade,A head full of dreams,1,3,1,1,0,2,1
LS7,1,20,2 Male,11/22/2016,Using,1,If I can dream,5,5,Beauty behind the madness,Blurry face,Purpose,25,If I can dream,In the lonely hour,Anti,Delirium,A head full of dreams,The very best of Prince,Beauty behind the madness,Purpose,Blurry face,25,If I can dream,In the lonely hour,Anti,Delirium,A head full of dreams,The very best of Prince,-1,-1,1,1,0,0,1
LS70,0,18,1 Female,1/26/2017,Using,1,1989,5,5,All over the world,Blurry face,Made in the am,A head full of dreams,1989,Best of bowie,I like it when you sleep for you are so,Beauty behind the madness,25,This is acting,Blurry face,All over the world,A head full of dreams,Made in the am,1989,I like it when you sleep for you are so,Beauty behind the madness,25,Best of bowie,This is acting,-1,-4,1,1,0,-3,1
LS71,1,20,1 Female,1/26/2017,Examining,1,Delirium,5,5,In the lonely hour,25,1989,Blurry face,Delirium,A head full of dreams,Views,Lemonade,Purpose,Anti,In the lonely hour,25,1989,Blurry face,Delirium,A head full of dreams,Views,Lemonade,Purpose,Anti,-1,-1,1,0,0,0,1
LS72,0,19,1 Female,1/26/2017,Examining,1,25,5,5,X,Chaos and the calm,A head full of dreams,Blurry face,25,I like it when you sleep for you are so,This is acting,Nine track mind,Made in the am,Delirium,X,Chaos and the calm,A head full of dreams,I like it when you sleep for you are so,25,Blurry face,This is acting,Nine track mind,Made in the am,Delirium,-1,1,1,0,0,2,1
LS73,0,20,2 Male,1/27/2017,Examining,1,Beauty behind the madness,5,4,Blurry face,Made in the am,Get weird,This is acting,Beauty behind the madness,Delirium,A head full of dreams,I cry when I laugh,Lemonade,Communion,Made in the am,Get weird,This is acting,Beauty behind the madness,A head full of dreams,Blurry face,Delirium,Communion,I cry when i laugh,Lemonade,-1,-3,1,0,0,-2,1
LS74,0,18,1 Female,1/27/2017,Examining,1,This is acting,5,5,25,Views,Purpose,X,This is Acting,Get Weird,Anti,Beauty Behind the Madness,In the Lonely Hour,Made in the AM,25,Purpose,Views,X,This is Acting,Get Weird,Anti,Beauty Behind the Madness,In the Lonely Hour,Made in the AM,-1,-1,1,0,0,0,1
LS75,1,20,1 Female,1/27/2017,Examining,1,Delirium,5,3,Anti,Views,The Very Best of,This is Acting,Delirium,A head full of dreams,beauty behind the madness,purpose,X,If I can Dream,Anti,Views,Delirium,Beauty behind the madness,This is Acting,The Very Best of,a head full of dreams,X,purpose,if I can dream,-1,-4,1,0,0,-3,1
LS76,1,19,1 Female,1/27/2017,Examining,1,Lemonade,6,5,Beauty behind the madness,purpose,views,delirium,anti,lemonade,x,in the lonely hour,this is acting,the very best of prince,beauty behind the madness,Purpose,x,views,lemonade,anti,This is acting,delirium,In the Lonely Hour,The very best of prince,1,-1,1,0,0,-2,1
LS77,0,18,2 Male,1/27/2017,Examining,1,Purpose,5,3,lemonade,Chaos and the calm,25,the very best of prince,purpose,A head full of dreams,x,This is acting,legend,50,lemonade,Chaos and the calm,purpose,the very best of prince,25,a head full of dreams,x,this is acting,legend,50,-1,-3,1,0,0,-2,1
LS78,1, , ,1/27/2017,Examining,1,I cry when I laugh,5,4,blackstar,the very best of prince,if i can dream,nothing has changed,i cry when i laugh,views,chaos and the calm,charleur humaine,nine track mind,get weird,the very best of prince,chaos and the calm,nothing has changed,i cry when i laugh,blackstar,views,charleur humaine,if i can dream,nine track mind,get weird,-1,-2,1,0,0,-1,1
LS79,1,19,1 Female,1/30/2017,Examining,1,Delirium,6,1,blurry face,a moon shaped pool,anti,This is Acting,nothing has changed,delirium,if i can dream,views,beauty behind the madness,the very best of prince,delirium,if i can dream,the very best of prince,nothing has changed,a moon shaped pool,anti,this is acting,blurry face,views,beauty behind the madness,1,-3,1,0,0,-4,1
LS8,1,18,1 Female,11/22/2016,Using,1,Anti,6,2,Moon shaped pool,Best of bowie,Blurry face,Blackstar,Nothing has changed,Anti,Chaos and the calm,I like it when you sleep for you are so,Lemonade,25,A moon shaped pool,Anti,Best of Bowie,Blurry face,Lemonade,I like it when you sleep for you are so,Blackstar,Nothing has changed,Chaos and the calm,25,1,-6,1,1,0,-7,1
LS80,1,18,1 Female,2/3/2017,Examining,1,Nothing has changed,6,6,a head full of dreams,i like it when you sleep for you are so,charleur humaine,a moon shaped pool,best of bowie,nothing has changed,this is acting,anti,25,x,a head full of dreams,i like it when you sleep for you are so,charleur humaine,a moon shaped pool,best of bowie,nothing has changed,this is acting,anti,25,x,1,1,1,0,0,0,1
LS81,0,19,1 Female,2/2/2017,Using,1,I like it when you sleep for you are so,5,2,in the lonely hour,chaos and the calm,beauty behind the madness,this is acting,i like it when you sleep for you are so,blurry face,x,delirium,nine track mind,purpose,chaos and the calm,i like it when you sleep for you are so,blurry face,in the lonely hour,x,beauty behind the madness,this is acting,delirium,nine track mind,purpose,-1,-1,1,1,0,0,1
LS82,0,20,2 Male,2/2/2017,Using,1,Lemonade,5,5,views,if i can dream,legend,anti,lemonade,nine track mind,blurry face,25,delirium,the very best of prince,views,legend,if i can dream,anti,lemonade,blurry face,nine track mind,25,delirium,the very best of,-1,-2,1,1,0,-1,1
LS83,0,18,1 Female,2/2/2017,Using,1,25,5,4,views,lemonade,anti,beauty behind the madness,25,blurry face,in the lonely hour,x,a head full of dreams,nine track mind,lemonade,views,anti,25,beauty behind the madness,x,in the lonely hour,blurry face,nine track mind,a head full of dreams,-1,-4,1,1,0,-3,1
