game,round,scoreA,scoreB,percentA,showScore,superid,behavior,e_behavior,initial_score,cumulativePayoff,e_cumulativePayoff,e_degree,local_avg_wealth,local_rate_coop,local_cluster
12,3,1150,200,0.3,false,1204,1,1,1150,2100,1700,10,1845.83333333333,1,1
12,3,1150,200,0.3,false,1205,1,1,200,1400,850,13,1885.71428571429,0.857142857142857,0.934065934065934
12,3,1150,200,0.3,false,1206,1,1,1150,2550,2050,12,1803.57142857143,0.857142857142857,0.934065934065934
12,3,1150,200,0.3,false,1207,1,1,1150,2600,2000,14,1760.71428571429,1,0.901098901098901
12,3,1150,200,0.3,false,1208,1,1,200,1750,1100,13,1821.42857142857,1,0.901098901098901
12,3,1150,200,0.3,false,1209,1,1,200,1200,700,10,1835.71428571429,1,0.857142857142857
12,3,1150,200,0.3,false,1210,1,1,1150,1800,1550,7,1885.71428571429,0.714285714285714,0.857142857142857
12,3,1150,200,0.3,false,1211,0,1,200,2350,1250,11,1785,1,0.866666666666667
12,3,1150,200,0.3,false,1212,1,1,200,1650,1000,15,1863.33333333333,0.866666666666667,0.866666666666667
12,3,1150,200,0.3,false,1213,1,1,200,1250,750,12,1896.42857142857,0.857142857142857,0.934065934065934
12,3,1150,200,0.3,false,1214,1,1,1150,1450,1350,2,1325,1,1
12,3,1150,200,0.3,false,1215,1,1,1150,2550,1950,14,1803.57142857143,0.857142857142857,0.934065934065934
12,3,1150,200,0.3,false,1216,1,1,200,1450,850,14,1850,0.875,0.766666666666667
12,3,1150,200,0.3,false,1217,1,1,200,1200,650,11,1884.61538461538,0.846153846153846,0.948717948717949
12,4,1150,200,0.3,false,1201,1,1,200,2250,1750,14,2450,0.846153846153846,0.974358974358974
12,4,1150,200,0.3,false,1202,1,1,1150,2950,2350,14,2414.28571428571,0.857142857142857,0.945054945054945
12,4,1150,200,0.3,false,1203,1,1,200,2200,1650,15,2470,0.733333333333333,0.876190476190476
12,4,1150,200,0.3,false,1204,1,1,1150,2600,2100,12,2466.66666666667,0.833333333333333,0.909090909090909
12,4,1150,200,0.3,false,1205,1,1,200,2000,1400,14,2482.14285714286,0.857142857142857,0.945054945054945
12,4,1150,200,0.3,false,1206,1,1,1150,3150,2550,14,2400,0.857142857142857,0.945054945054945
12,4,1150,200,0.3,false,1207,1,1,1150,3100,2600,14,2410,0.733333333333333,0.876190476190476
12,4,1150,200,0.3,false,1208,1,1,200,2250,1750,14,2466.66666666667,0.733333333333333,0.876190476190476
12,4,1150,200,0.3,false,1209,1,1,200,1800,1200,14,2417.85714285714,0.857142857142857,0.846153846153846
12,4,1150,200,0.3,false,1210,0,1,1150,2500,1800,7,2435.71428571429,1,0.952380952380952
12,4,1150,200,0.3,false,1211,1,0,200,2650,2350,10,2495.83333333333,0.666666666666667,0.909090909090909
12,4,1150,200,0.3,false,1212,1,1,200,2200,1650,15,2470,0.733333333333333,0.876190476190476
12,4,1150,200,0.3,false,1213,0,1,200,2650,1250,14,2423.07692307692,1,0.974358974358974
12,4,1150,200,0.3,false,1214,1,1,1150,1550,1450,2,1925,1,1
12,4,1150,200,0.3,false,1215,1,1,1150,3150,2550,14,2400,0.857142857142857,0.945054945054945
12,4,1150,200,0.3,false,1216,1,1,200,2050,1450,16,2421.875,0.75,0.775
12,4,1150,200,0.3,false,1217,1,1,200,1750,1200,13,2492.30769230769,0.846153846153846,0.974358974358974
12,5,1150,200,0.3,false,1201,1,1,200,2800,2250,13,2823.07692307692,0.769230769230769,0.897435897435897
12,5,1150,200,0.3,false,1202,1,1,1150,3450,2950,14,2842.85714285714,0.642857142857143,0.873626373626374
12,5,1150,200,0.3,false,1203,1,1,200,2750,2200,15,2760.71428571429,0.785714285714286,0.796703296703297
12,5,1150,200,0.3,false,1204,1,1,1150,3100,2600,12,2835.71428571429,0.642857142857143,0.807692307692308
12,5,1150,200,0.3,false,1205,1,1,200,2500,2000,14,2846.15384615385,0.769230769230769,0.897435897435897
12,5,1150,200,0.3,false,1206,1,1,1150,3650,3150,14,2816.66666666667,0.666666666666667,0.80952380952381
12,5,1150,200,0.3,false,1207,0,1,1150,4500,3100,15,2760.71428571429,0.785714285714286,0.796703296703297
12,5,1150,200,0.3,false,1209,1,1,200,2400,2250,15,2767.85714285714,0.785714285714286,0.78021978021978
12,5,1150,200,0.3,false,1210,1,1,1150,2650,1800,14,2928.57142857143,0.285714285714286,0.80952380952381
12,5,1150,200,0.3,false,1211,0,0,200,3750,2500,7,2870.83333333333,0.75,0.810606060606061
12,5,1150,200,0.3,false,1212,1,1,200,2750,2650,12,2876.66666666667,0.666666666666667,0.80952380952381
12,5,1150,200,0.3,false,1213,1,1,200,3100,2200,15,2850,0.615384615384615,0.871794871794872
12,5,1150,200,0.3,false,1214,1,0,1150,1650,2650,13,2525,1,1
12,5,1150,200,0.3,false,1215,1,1,1150,3650,1550,2,2828.57142857143,0.642857142857143,0.873626373626374
12,5,1150,200,0.3,false,1216,1,1,200,2650,3150,14,2816.66666666667,0.666666666666667,0.766666666666667
12,5,1150,200,0.3,false,1217,1,1,200,2200,2050,16,2932.14285714286,0.642857142857143,0.873626373626374
12,6,1150,200,0.3,false,1201,1,1,200,3300,2800,13,3719.23076923077,0.846153846153846,0.961538461538462
12,6,1150,200,0.3,false,1202,1,1,1150,4000,3450,14,3665.38461538462,0.846153846153846,0.961538461538462
12,6,1150,200,0.3,false,1203,1,1,200,3300,2750,14,3664.28571428571,0.857142857142857,0.912087912087912
12,6,1150,200,0.3,false,1204,1,1,1150,3750,3100,14,3580.76923076923,1,0.923076923076923
12,6,1150,200,0.3,false,1205,1,1,200,3000,2500,13,3685.71428571429,0.857142857142857,0.912087912087912
12,6,1150,200,0.3,false,1206,1,1,1150,4250,3650,15,3596.42857142857,0.857142857142857,0.912087912087912
12,6,1150,200,0.3,false,1207,1,0,1150,5050,4500,14,3584.61538461538,0.846153846153846,0.961538461538462
12,6,1150,200,0.3,false,1209,1,1,200,2950,2400,14,3514.28571428571,0.857142857142857,0.802197802197802
12,6,1150,200,0.3,false,1210,1,1,1150,2950,2650,7,3594.44444444444,0.777777777777778,0.916666666666667
12,6,1150,200,0.3,false,1211,1,0,200,4200,3750,12,3595.83333333333,1,0.924242424242424
12,6,1150,200,0.3,false,1212,1,1,200,3350,2750,15,3660.71428571429,0.857142857142857,0.912087912087912
12,6,1150,200,0.3,false,1213,0,1,200,4300,3100,13,3529.16666666667,1,0.924242424242424
12,6,1150,200,0.3,false,1214,1,1,1150,1750,1650,2,3100,1,1
12,6,1150,200,0.3,false,1215,1,1,1150,4200,3650,14,3650,0.846153846153846,0.961538461538462
12,6,1150,200,0.3,false,1216,1,1,200,3250,2650,15,3540,0.866666666666667,0.8
12,6,1150,200,0.3,false,1217,1,1,200,2750,2200,14,3761.53846153846,0.846153846153846,0.961538461538462
12,7,1150,200,0.3,false,1201,1,1,200,3650,3300,13,4200,0.666666666666667,0.909090909090909
12,7,1150,200,0.3,false,1202,1,1,1150,4350,4000,13,4009.09090909091,0.636363636363636,0.927272727272727
12,7,1150,200,0.3,false,1203,0,1,200,4500,3300,14,4139.28571428571,0.714285714285714,0.835164835164835
12,7,1150,200,0.3,false,1204,1,1,1150,4100,3750,13,3958.33333333333,0.666666666666667,0.863636363636364
12,7,1150,200,0.3,false,1205,1,1,200,3400,3000,14,4217.85714285714,0.571428571428571,0.835164835164835
12,7,1150,200,0.3,false,1206,1,1,1150,4650,4250,14,4111.53846153846,0.538461538461538,0.846153846153846
12,7,1150,200,0.3,false,1207,0,1,1150,6150,5050,13,3970,0.6,0.866666666666667
12,7,1150,200,0.3,false,1209,1,1,200,3450,2950,14,3807.69230769231,0.846153846153846,0.769230769230769
12,7,1150,200,0.3,false,1210,1,1,1150,3200,2950,9,4331.25,0.5,0.857142857142857
12,7,1150,200,0.3,false,1211,0,1,200,5200,4200,12,4225,0.6,0.933333333333333
12,7,1150,200,0.3,false,1212,1,1,200,3750,3350,14,4269.23076923077,0.538461538461538,0.884615384615385
12,7,1150,200,0.3,false,1213,1,0,200,4700,4300,12,3845.45454545455,0.818181818181818,0.890909090909091
12,7,1150,200,0.3,false,1214,1,1,1150,1850,1750,2,3575,1,1
12,7,1150,200,0.3,false,1215,1,1,1150,4550,4200,13,4207.69230769231,0.538461538461538,0.884615384615385
12,7,1150,200,0.3,false,1216,1,1,200,3700,3250,15,4040,0.6,0.733333333333333
12,7,1150,200,0.3,false,1217,1,1,200,3100,2750,13,4319.23076923077,0.538461538461538,0.884615384615385
12,8,1150,200,0.3,false,1201,1,1,200,3950,3650,12,4609.09090909091,0.636363636363636,0.927272727272727
12,8,1150,200,0.3,false,1202,1,1,1150,4600,4350,11,4616.66666666667,0.666666666666667,0.924242424242424
12,8,1150,200,0.3,false,1203,0,0,200,5600,4500,14,4515.38461538462,0.538461538461538,0.782051282051282
12,8,1150,200,0.3,false,1204,1,1,1150,4400,4100,12,4477.27272727273,0.636363636363636,0.945454545454545
12,8,1150,200,0.3,false,1205,0,1,200,4500,3400,14,4665,0.8,0.955555555555556
12,8,1150,200,0.3,false,1206,1,1,1150,4900,4650,13,4675,0.666666666666667,0.893939393939394
12,8,1150,200,0.3,false,1207,1,0,1150,6350,6150,10,4454.54545454545,0.454545454545455,0.854545454545454
12,8,1150,200,0.3,false,1209,1,1,200,3700,3450,13,4496.66666666667,0.466666666666667,0.704761904761905
12,8,1150,200,0.3,false,1210,0,1,1150,3700,3200,8,5016.66666666667,0.333333333333333,0.866666666666667
12,8,1150,200,0.3,false,1211,1,0,200,5500,5200,10,4541.66666666667,0.666666666666667,0.924242424242424
12,8,1150,200,0.3,false,1212,1,1,200,4100,3750,13,4723.07692307692,0.538461538461538,0.871794871794872
12,8,1150,200,0.3,false,1213,0,1,200,5500,4700,11,4261.11111111111,0.555555555555556,0.861111111111111
12,8,1150,200,0.3,false,1214,1,1,1150,1950,1850,2,3875,1,1
12,8,1150,200,0.3,false,1215,1,1,1150,4900,4550,13,4515.38461538462,0.538461538461538,0.782051282051282
12,8,1150,200,0.3,false,1216,1,1,200,4050,3700,15,4473.33333333333,0.466666666666667,0.704761904761905
12,8,1150,200,0.3,false,1217,1,1,200,3450,3100,13,4773.07692307692,0.538461538461538,0.871794871794872
12,9,1150,200,0.3,false,1201,1,1,200,4300,3950,11,4920.83333333333,0.666666666666667,0.878787878787879
12,9,1150,200,0.3,false,1202,1,1,1150,4800,4600,12,5095.45454545455,0.454545454545455,0.927272727272727
12,9,1150,200,0.3,false,1203,0,0,200,6600,5600,13,5122.72727272727,0.454545454545455,0.836363636363636
12,9,1150,200,0.3,false,1204,1,1,1150,4650,4400,11,5008.33333333333,0.5,0.878787878787879
12,9,1150,200,0.3,false,1205,0,0,200,5200,4500,10,5300,0.333333333333333,0.916666666666667
12,9,1150,200,0.3,false,1206,1,1,1150,5200,4900,12,5130.76923076923,0.384615384615385,0.858974358974359
12,9,1150,200,0.3,false,1207,0,1,1150,7150,6350,11,4995,0.4,0.911111111111111
12,9,1150,200,0.3,false,1209,1,1,200,4050,3700,15,4892.85714285714,0.571428571428571,0.736263736263736
12,9,1150,200,0.3,false,1210,1,0,1150,3800,3700,6,4787.5,0.75,0.964285714285714
12,9,1150,200,0.3,false,1211,0,1,200,6400,5500,12,4880.76923076923,0.538461538461538,0.833333333333333
12,9,1150,200,0.3,false,1212,1,1,200,4350,4100,13,5096.42857142857,0.428571428571429,0.813186813186813
12,9,1150,200,0.3,false,1213,1,0,200,5850,5500,9,4630,0.8,0.888888888888889
12,9,1150,200,0.3,false,1214,1,1,1150,2050,1950,2,4225,1,1
12,9,1150,200,0.3,false,1215,1,1,1150,5250,4900,13,4911.53846153846,0.538461538461538,0.82051282051282
12,9,1150,200,0.3,false,1216,1,1,200,4400,4050,15,4890,0.466666666666667,0.714285714285714
12,9,1150,200,0.3,false,1217,1,1,200,3700,3450,13,5030.76923076923,0.538461538461538,0.82051282051282
12,10,1150,200,0.3,false,1201,1,1,200,4600,4300,12,5427.27272727273,0.454545454545455,0.854545454545454
12,10,1150,200,0.3,false,1202,1,1,1150,5050,4800,11,5305,0.6,0.822222222222222
12,10,1150,200,0.3,false,1203,0,0,200,7300,6600,11,5575,0.2,0.755555555555556
12,10,1150,200,0.3,false,1204,1,1,1150,4850,4650,12,5437.5,0.333333333333333,0.803030303030303
12,10,1150,200,0.3,false,1205,0,0,200,5800,5200,9,5931.25,0.25,0.785714285714286
12,10,1150,200,0.3,false,1206,1,1,1150,5350,5200,13,5213.63636363636,0.454545454545455,0.818181818181818
12,10,1150,200,0.3,false,1207,0,0,1150,7850,7150,10,5214.28571428571,0.428571428571429,0.666666666666667
12,10,1150,200,0.3,false,1209,1,1,200,4350,4050,14,5027.27272727273,0.636363636363636,0.6
12,10,1150,200,0.3,false,1210,1,1,1150,4000,3800,8,5150,0.6,0.8
12,10,1150,200,0.3,false,1211,0,0,200,7400,6400,13,5025,0.6,0.755555555555556
12,10,1150,200,0.3,false,1212,1,1,200,4550,4350,14,5528.57142857143,0.285714285714286,0.692307692307692
12,10,1150,200,0.3,false,1213,0,1,200,6750,5850,10,5011.11111111111,0.777777777777778,0.916666666666667
12,10,1150,200,0.3,false,1214,1,1,1150,2150,2050,2,4500,1,1
12,10,1150,200,0.3,false,1215,1,1,1150,5500,5250,13,5319.23076923077,0.384615384615385,0.692307692307692
12,10,1150,200,0.3,false,1216,1,1,200,4650,4400,15,5200,0.384615384615385,0.692307692307692
12,10,1150,200,0.3,false,1217,1,1,200,3950,3700,13,5654.16666666667,0.333333333333333,0.712121212121212
13,0,1150,200,0.3,true,1301,NA,NA,200,200,NA,NA,675,NA,0.1333333333
13,0,1150,200,0.3,true,1302,NA,NA,200,200,NA,NA,675,NA,0
13,0,1150,200,0.3,true,1303,NA,NA,200,200,NA,NA,675,NA,0
13,0,1150,200,0.3,true,1305,NA,NA,1150,1150,NA,NA,516.6666666667,NA,0
13,0,1150,200,0.3,true,1306,NA,NA,1150,1150,NA,NA,200,NA,0
13,0,1150,200,0.3,true,1304,NA,NA,1150,1150,NA,NA,580,NA,0.2
13,0,1150,200,0.3,true,1309,NA,NA,1150,1150,NA,NA,390,NA,0.3
13,0,1150,200,0.3,true,1312,NA,NA,1150,1150,NA,NA,200,NA,0
13,0,1150,200,0.3,true,1311,NA,NA,1150,1150,NA,NA,200,NA,0
13,0,1150,200,0.3,true,1313,NA,NA,200,200,NA,NA,675,NA,0
13,0,1150,200,0.3,true,1307,NA,NA,200,200,NA,NA,675,NA,0.1666666667
13,0,1150,200,0.3,true,1308,NA,NA,200,200,NA,NA,580,NA,0.1
13,0,1150,200,0.3,true,1310,NA,NA,200,200,NA,NA,675,NA,0
13,0,1150,200,0.3,true,1315,NA,NA,200,200,NA,NA,607.1428571429,NA,0.1904761905
13,0,1150,200,0.3,true,1317,NA,NA,200,200,NA,NA,200,NA,0.1666666667
13,0,1150,200,0.3,true,1316,NA,NA,200,200,NA,NA,833.3333333333,NA,0.3333333333
13,0,1150,200,0.3,true,1314,NA,NA,1150,1150,NA,NA,200,NA,0
13,1,1150,200,0.3,true,1301,1,NA,200,400,200,6,804.545454545455,0.454545454545455,0.527272727272727
13,1,1150,200,0.3,true,1302,1,NA,200,400,200,4,904.545454545455,0.636363636363636,0.545454545454545
13,1,1150,200,0.3,true,1303,0,NA,200,400,200,2,600,1,1
13,1,1150,200,0.3,true,1304,1,NA,1150,1200,1150,3,663.636363636364,0.636363636363636,0.6
13,1,1150,200,0.3,true,1305,1,NA,1150,1300,1150,2,700,1,0.622222222222222
13,1,1150,200,0.3,true,1306,1,NA,1150,1250,1150,5,633.333333333333,1,0.6
13,1,1150,200,0.3,true,1307,0,NA,200,600,1150,5,892.857142857143,0.714285714285714,0.619047619047619
13,1,1150,200,0.3,true,1308,1,NA,200,350,1150,2,575,1,0.678571428571429
13,1,1150,200,0.3,true,1309,0,NA,1150,1650,1150,3,514.285714285714,0.714285714285714,0.666666666666667
13,1,1150,200,0.3,true,1310,1,NA,200,400,200,4,785,1,0.688888888888889
13,1,1150,200,0.3,true,1311,1,NA,1150,1200,200,4,625,0.8,0.622222222222222
13,1,1150,200,0.3,true,1312,1,NA,1150,1250,200,5,738.888888888889,1,0.694444444444444
13,1,1150,200,0.3,true,1313,1,NA,200,300,200,4,811.111111111111,0.777777777777778,0.638888888888889
13,1,1150,200,0.3,true,1314,1,NA,1150,1200,200,7,660,0.6,0.622222222222222
13,1,1150,200,0.3,true,1315,1,NA,200,450,200,4,776.923076923077,0.846153846153846,0.615384615384615
13,1,1150,200,0.3,true,1316,1,NA,200,250,200,3,1035.71428571429,0.714285714285714,0.666666666666667
13,1,1150,200,0.3,true,1317,1,NA,200,200,1150,3,754.166666666667,0.666666666666667,0.5
13,2,1150,200,0.3,true,1301,1,1,200,750,400,11,1196.42857142857,0.714285714285714,0.681318681318681
13,2,1150,200,0.3,true,1302,1,1,200,750,400,11,1150,0.833333333333333,0.681818181818182
13,2,1150,200,0.3,true,1303,1,0,200,550,400,3,956.25,1,0.785714285714286
13,2,1150,200,0.3,true,1304,1,1,1150,1550,1200,11,1092.30769230769,0.692307692307692,0.666666666666667
13,2,1150,200,0.3,true,1305,1,1,1150,1800,1300,10,1229.16666666667,0.833333333333333,0.742424242424242
13,2,1150,200,0.3,true,1306,1,1,1150,1450,1250,6,1194.44444444444,0.555555555555556,0.722222222222222
13,2,1150,200,0.3,true,1307,1,0,200,850,600,7,1200,0.777777777777778,0.75
13,2,1150,200,0.3,true,1308,1,1,200,650,350,8,1086.36363636364,0.818181818181818,0.745454545454545
13,2,1150,200,0.3,true,1309,0,0,1150,2250,1650,7,1112.5,0.75,0.714285714285714
13,2,1150,200,0.3,true,1310,1,1,200,800,400,10,1183.33333333333,1,0.772727272727273
13,2,1150,200,0.3,true,1311,1,1,1150,1600,1200,10,1091.66666666667,0.833333333333333,0.742424242424242
13,2,1150,200,0.3,true,1312,1,1,1150,1700,1250,9,1104.16666666667,1,0.787878787878788
13,2,1150,200,0.3,true,1313,0,1,200,1100,300,9,1288.88888888889,0.777777777777778,0.666666666666667
13,2,1150,200,0.3,true,1314,1,1,1150,1700,1200,10,1054.54545454545,0.818181818181818,0.709090909090909
13,2,1150,200,0.3,true,1315,1,1,200,900,450,13,1175,0.75,0.666666666666667
13,2,1150,200,0.3,true,1316,1,1,200,500,250,7,1227.27272727273,0.818181818181818,0.727272727272727
13,2,1150,200,0.3,true,1317,1,1,200,800,200,12,1076.92307692308,1,0.717948717948718
13,3,1150,200,0.3,true,1301,1,1,200,1050,750,14,1714.28571428571,0.571428571428571,0.703296703296703
13,3,1150,200,0.3,true,1302,1,1,200,1150,750,12,1600,0.666666666666667,0.742424242424242
13,3,1150,200,0.3,true,1303,0,1,200,1250,550,8,1381.25,0.75,0.785714285714286
13,3,1150,200,0.3,true,1304,1,1,1150,1800,1550,13,1481.81818181818,0.636363636363636,0.745454545454545
13,3,1150,200,0.3,true,1305,1,1,1150,2200,1800,12,1619.23076923077,0.692307692307692,0.756410256410256
13,3,1150,200,0.3,true,1306,1,1,1150,1800,1450,9,1608.33333333333,0.666666666666667,0.757575757575758
13,3,1150,200,0.3,true,1307,0,1,200,1550,850,9,1627.77777777778,0.555555555555556,0.722222222222222
13,3,1150,200,0.3,true,1308,1,1,200,1100,650,11,1592.30769230769,0.846153846153846,0.82051282051282
13,3,1150,200,0.3,true,1309,0,0,1150,2850,2250,8,1533.33333333333,0.333333333333333,0.733333333333333
13,3,1150,200,0.3,true,1310,1,1,200,1300,800,12,1576.92307692308,0.846153846153846,0.82051282051282
13,3,1150,200,0.3,true,1311,1,1,1150,2000,1600,12,1557.69230769231,0.692307692307692,0.769230769230769
13,3,1150,200,0.3,true,1312,1,1,1150,2200,1700,12,1516.66666666667,0.833333333333333,0.833333333333333
13,3,1150,200,0.3,true,1313,1,0,200,1450,1100,9,1470,1,0.866666666666667
13,3,1150,200,0.3,true,1314,1,1,1150,2050,1700,11,1461.53846153846,0.538461538461538,0.743589743589744
13,3,1150,200,0.3,true,1315,1,1,200,1300,900,16,1660,0.6,0.704761904761905
13,3,1150,200,0.3,true,1316,0,1,200,1300,500,11,1820,0.4,0.6
13,3,1150,200,0.3,true,1317,1,1,200,1150,800,13,1550,0.571428571428571,0.747252747252747
13,4,1150,200,0.3,true,1301,1,1,200,1450,1050,14,2196.42857142857,0.571428571428571,0.714285714285714
13,4,1150,200,0.3,true,1302,1,1,200,1550,1150,12,2091.66666666667,0.666666666666667,0.742424242424242
13,4,1150,200,0.3,true,1303,0,0,200,1950,1250,8,1944.44444444444,0.777777777777778,0.861111111111111
13,4,1150,200,0.3,true,1304,1,1,1150,2150,1800,11,2029.16666666667,0.666666666666667,0.803030303030303
13,4,1150,200,0.3,true,1305,1,1,1150,2650,2200,13,2073.07692307692,0.692307692307692,0.782051282051282
13,4,1150,200,0.3,true,1306,1,1,1150,2200,1800,12,2087.5,0.666666666666667,0.742424242424242
13,4,1150,200,0.3,true,1307,0,0,200,2250,1550,9,2057.14285714286,0.428571428571429,0.666666666666667
13,4,1150,200,0.3,true,1308,1,1,200,1650,1100,13,2046.15384615385,0.846153846153846,0.846153846153846
13,4,1150,200,0.3,true,1309,0,0,1150,3250,2850,6,2107.14285714286,0.428571428571429,0.714285714285714
13,4,1150,200,0.3,true,1310,1,1,200,1850,1300,13,2030.76923076923,0.846153846153846,0.846153846153846
13,4,1150,200,0.3,true,1311,1,1,1150,2450,2000,13,2119.23076923077,0.692307692307692,0.769230769230769
13,4,1150,200,0.3,true,1312,1,1,1150,2700,2200,12,1969.23076923077,0.692307692307692,0.82051282051282
13,4,1150,200,0.3,true,1313,1,1,200,1950,1450,10,1900,1,0.888888888888889
13,4,1150,200,0.3,true,1314,1,1,1150,2400,2050,13,1992.85714285714,0.571428571428571,0.747252747252747
13,4,1150,200,0.3,true,1315,1,1,200,1750,1300,15,2125,0.714285714285714,0.769230769230769
13,4,1150,200,0.3,true,1316,0,0,200,2000,1300,10,2290,0.4,0.644444444444444
13,4,1150,200,0.3,true,1317,1,1,200,1550,1150,14,2057.14285714286,0.571428571428571,0.736263736263736
13,5,1150,200,0.3,true,1302,1,1,200,1650,1450,14,2530.76923076923,0.230769230769231,0.666666666666667
13,5,1150,200,0.3,true,1301,1,1,200,1550,1550,12,2468.18181818182,0.454545454545455,0.727272727272727
13,5,1150,200,0.3,true,1303,0,0,200,2650,1950,9,2175,0.75,0.821428571428571
13,5,1150,200,0.3,true,1304,0,1,1150,3050,2150,12,2331.25,0.75,0.821428571428571
13,5,1150,200,0.3,true,1305,1,1,1150,2900,2650,13,2340.90909090909,0.636363636363636,0.818181818181818
13,5,1150,200,0.3,true,1306,0,1,1150,3100,2200,12,2400,0.25,0.535714285714286
13,5,1150,200,0.3,true,1307,0,0,200,2650,2250,7,2208.33333333333,0.333333333333333,0.666666666666667
13,5,1150,200,0.3,true,1310,1,1,200,2100,1650,13,2415.38461538462,0.384615384615385,0.743589743589744
13,5,1150,200,0.3,true,1311,1,0,1150,2600,3250,7,2362.5,0.5,0.742424242424242
13,5,1150,200,0.3,true,1312,1,1,1150,2950,1850,13,2316.66666666667,0.5,0.772727272727273
13,5,1150,200,0.3,true,1313,0,1,200,2750,2450,13,2206.25,0.75,0.857142857142857
13,5,1150,200,0.3,true,1308,1,1,200,1900,2700,13,2517.85714285714,0.285714285714286,0.692307692307692
13,5,1150,200,0.3,true,1309,0,1,1150,3650,1950,10,2521.42857142857,0.428571428571429,0.619047619047619
13,5,1150,200,0.3,true,1314,1,1,1150,2600,2400,14,2446.66666666667,0.2,0.638095238095238
13,5,1150,200,0.3,true,1315,1,1,200,1950,1750,14,2469.23076923077,0.384615384615385,0.730769230769231
13,5,1150,200,0.3,true,1316,0,0,200,2600,2000,10,2575,0,0.535714285714286
13,5,1150,200,0.3,true,1317,1,1,200,1750,1550,14,2373.07692307692,0.384615384615385,0.705128205128205
13,6,1150,200,0.3,true,1301,1,1,200,1900,1650,13,2820,0.6,0.688888888888889
13,6,1150,200,0.3,true,1302,0,1,200,2750,1550,11,2835,0.6,0.666666666666667
13,6,1150,200,0.3,true,1303,0,0,200,3350,2650,8,2608.33333333333,1,0.933333333333333
13,6,1150,200,0.3,true,1304,1,0,1150,3250,3050,8,2755.55555555556,0.777777777777778,0.777777777777778
13,6,1150,200,0.3,true,1305,1,1,1150,3250,2900,11,2857.14285714286,0.571428571428571,0.67032967032967
13,6,1150,200,0.3,true,1306,1,0,1150,3200,3100,8,2970,0.4,0.511111111111111
13,6,1150,200,0.3,true,1307,0,0,200,3050,2650,6,2760,0.2,0.7
13,6,1150,200,0.3,true,1308,1,1,200,2300,2100,13,2823.07692307692,0.692307692307692,0.730769230769231
13,6,1150,200,0.3,true,1309,0,1,1150,4250,2600,12,2916.66666666667,0.666666666666667,0.533333333333333
13,6,1150,200,0.3,true,1310,1,1,200,2550,2950,12,2779.16666666667,0.833333333333333,0.742424242424242
13,6,1150,200,0.3,true,1311,1,0,1150,2900,2750,8,2780,0.8,0.8
13,6,1150,200,0.3,true,1312,1,1,1150,3350,1900,14,2716.66666666667,0.666666666666667,0.742424242424242
13,6,1150,200,0.3,true,1313,1,0,200,3050,3650,7,2677.77777777778,0.777777777777778,0.833333333333333
13,6,1150,200,0.3,true,1314,1,1,1150,2850,2600,15,2953.57142857143,0.285714285714286,0.593406593406593
13,6,1150,200,0.3,true,1315,1,1,200,2300,1950,13,2866.66666666667,0.666666666666667,0.727272727272727
13,6,1150,200,0.3,true,1316,0,0,200,3000,2600,8,2825,0.25,0.5
13,6,1150,200,0.3,true,1317,1,1,200,2000,1750,13,2846.42857142857,0.428571428571429,0.637362637362637
13,7,1150,200,0.3,true,1301,1,1,200,2200,1900,10,3225,0.6,0.688888888888889
13,7,1150,200,0.3,true,1302,1,0,200,2950,2750,10,3353.84615384615,0.384615384615385,0.628205128205128
13,7,1150,200,0.3,true,1303,1,0,200,3550,3350,6,3043.75,1,0.821428571428571
13,7,1150,200,0.3,true,1304,0,1,1150,3950,3250,9,3135.71428571429,0.428571428571429,0.619047619047619
13,7,1150,200,0.3,true,1305,1,1,1150,3650,3250,14,3250,0.571428571428571,0.681318681318681
13,7,1150,200,0.3,true,1306,1,1,1150,3400,3200,10,3354.16666666667,0.333333333333333,0.575757575757576
13,7,1150,200,0.3,true,1307,0,0,200,3350,3050,5,3308.33333333333,0.333333333333333,0.733333333333333
13,7,1150,200,0.3,true,1308,1,1,200,2750,2300,13,3203.84615384615,0.692307692307692,0.730769230769231
13,7,1150,200,0.3,true,1309,0,0,1150,4750,4250,6,3200,0.5,0.607142857142857
13,7,1150,200,0.3,true,1310,1,1,200,2850,2550,12,3120.83333333333,0.666666666666667,0.727272727272727
13,7,1150,200,0.3,true,1311,1,1,1150,3200,2900,10,3210,0.6,0.755555555555556
13,7,1150,200,0.3,true,1312,1,1,1150,3750,3350,12,3059.09090909091,0.818181818181818,0.8
13,7,1150,200,0.3,true,1313,1,1,200,3400,3050,9,3133.33333333333,1,0.861111111111111
13,7,1150,200,0.3,true,1314,1,1,1150,3050,2850,14,3346.15384615385,0.230769230769231,0.576923076923077
13,7,1150,200,0.3,true,1315,1,1,200,2600,2300,12,3338.46153846154,0.538461538461538,0.602564102564103
13,7,1150,200,0.3,true,1316,0,0,200,3400,3000,8,3291.66666666667,0.333333333333333,0.466666666666667
13,7,1150,200,0.3,true,1317,0,1,200,3100,2000,14,3190.90909090909,0.636363636363636,0.672727272727273
13,8,1150,200,0.3,true,1301,1,1,200,2500,2200,10,3645.45454545455,0.818181818181818,0.8
13,8,1150,200,0.3,true,1302,1,1,200,3200,2950,13,3726.66666666667,0.466666666666667,0.628571428571429
13,8,1150,200,0.3,true,1303,0,1,200,4350,3550,8,3768.75,0.75,0.857142857142857
