game,round,scoreA,scoreB,percentA,showScore,superid,behavior,e_behavior,initial_score,cumulativePayoff,e_cumulativePayoff,e_degree,local_avg_wealth,local_rate_coop
77,2,1150,200,0.3,true,7710,1,1,200,350,150,4,710,0.75
77,2,1150,200,0.3,true,7711,1,1,200,500,300,4,480,1
77,2,1150,200,0.3,true,7712,1,1,1150,1250,1150,8,766.666666666667,0.625
77,2,1150,200,0.3,true,7713,1,1,1150,1150,1100,3,900,1
77,2,1150,200,0.3,true,7714,1,1,200,350,250,4,640,1
77,2,1150,200,0.3,true,7716,0,0,200,800,500,4,1050,0.75
78,2,1150,200,0.3,false,7800,1,1,200,500,250,11,558.333333333333,0.727272727272727
78,2,1150,200,0.3,false,7802,1,0,200,450,500,5,633.333333333333,0.6
78,2,1150,200,0.3,false,7803,0,0,200,700,400,5,691.666666666667,0.4
78,2,1150,200,0.3,false,7805,0,0,200,700,500,3,537.5,1
78,2,1150,200,0.3,false,7806,1,1,1150,1350,1100,5,683.333333333333,0.6
78,2,1150,200,0.3,false,7807,1,1,200,550,250,6,464.285714285714,0.833333333333333
78,2,1150,200,0.3,false,7808,0,0,200,800,400,7,743.75,0.428571428571429
78,2,1150,200,0.3,false,7809,1,1,200,650,400,11,525,0.727272727272727
78,2,1150,200,0.3,false,7811,1,0,200,950,800,9,710,0.666666666666667
78,2,1150,200,0.3,false,7813,0,0,1150,1450,1250,3,737.5,0
78,2,1150,200,0.3,false,7814,1,1,1150,1150,1100,11,591.666666666667,0.545454545454545
78,2,1150,200,0.3,false,7815,1,1,200,250,200,7,550,0.571428571428571
78,2,1150,200,0.3,false,7816,1,1,200,400,250,7,437.5,0.714285714285714
78,2,1150,200,0.3,false,7817,1,1,200,450,250,4,270,1
78,2,1150,200,0.3,false,7819,1,1,200,300,200,4,330,0.75
78,2,1150,200,0.3,false,7820,0,0,1150,1950,1550,8,694.444444444444,0.5
78,2,1150,200,0.3,false,7821,1,1,200,350,200,7,387.5,0.857142857142857
78,2,1150,200,0.3,false,7824,0,0,1150,1650,1350,4,750,0.75
79,2,1150,200,0.3,true,7900,0,1,200,350,50,5,633.333333333333,0.2
79,2,1150,200,0.3,true,7901,1,1,200,300,50,7,625,0.428571428571429
79,2,1150,200,0.3,true,7902,1,1,200,200,250,5,583.333333333333,0.4
79,2,1150,200,0.3,true,7903,1,1,200,300,200,6,235.714285714286,0.5
79,2,1150,200,0.3,true,7904,0,0,200,800,300,9,705,0.222222222222222
79,2,1150,200,0.3,true,7907,1,0,200,300,300,2,266.666666666667,0.5
79,2,1150,200,0.3,true,7908,0,0,200,700,400,5,608.333333333333,0.6
79,2,1150,200,0.3,true,7909,1,0,1150,1300,1350,7,400,0.428571428571429
79,2,1150,200,0.3,true,7910,0,0,200,800,400,8,477.777777777778,0.5
79,2,1150,200,0.3,true,7912,1,1,200,250,150,4,210,0.75
79,2,1150,200,0.3,true,7913,0,0,200,500,300,7,525,0.428571428571429
79,2,1150,200,0.3,true,7914,1,1,200,200,150,7,518.75,0.428571428571429
79,2,1150,200,0.3,true,7915,0,0,200,700,500,6,528.571428571429,0.5
79,2,1150,200,0.3,true,7916,0,1,1150,1350,1050,8,666.666666666667,0.125
79,2,1150,200,0.3,true,7917,1,0,1150,1450,1450,6,628.571428571429,0.666666666666667
79,2,1150,200,0.3,true,7918,1,0,1150,1250,1350,6,678.571428571429,0.5
80,2,1150,200,0.3,false,8000,1,1,1150,1200,1200,4,800,0.75
80,2,1150,200,0.3,false,8001,1,1,1150,1500,1350,7,731.25,1
80,2,1150,200,0.3,false,8003,1,1,1150,1700,1350,9,990,1
80,2,1150,200,0.3,false,8005,1,1,1150,1500,1200,6,1042.85714285714,0.833333333333333
80,2,1150,200,0.3,false,8006,1,1,1150,1450,1250,4,1120,1
80,2,1150,200,0.3,false,8007,0,0,200,800,500,5,666.666666666667,1
80,2,1150,200,0.3,false,8008,1,1,200,650,350,6,935.714285714286,0.833333333333333
80,2,1150,200,0.3,false,8009,1,1,200,700,500,6,771.428571428571,1
80,2,1150,200,0.3,false,8010,0,1,200,850,450,5,716.666666666667,0.8
80,2,1150,200,0.3,false,8012,0,1,200,550,250,4,960,0.75
80,2,1150,200,0.3,false,8013,1,0,200,650,500,3,587.5,1
80,2,1150,200,0.3,false,8014,1,1,1150,1500,1300,6,1042.85714285714,0.833333333333333
80,2,1150,200,0.3,false,8015,1,1,200,450,300,7,787.5,0.714285714285714
80,2,1150,200,0.3,false,8016,1,1,1150,1450,1350,4,890,1
1,3,500,500,0.5,true,100,0,0,500,1500,1000,7,962.5,0.714285714285714
1,3,500,500,0.5,true,101,1,1,500,800,750,7,843.75,1
1,3,500,500,0.5,true,102,1,0,500,1050,1100,11,929.166666666667,0.727272727272727
1,3,500,500,0.5,true,103,1,1,500,1250,1350,10,1000,0.666666666666667
1,3,500,500,0.5,true,104,1,1,500,800,850,13,996.428571428571,0.615384615384615
1,3,500,500,0.5,true,105,0,1,500,1200,600,10,968.181818181818,0.555555555555556
1,3,500,500,0.5,true,106,1,1,500,950,750,8,1022.22222222222,0.625
1,3,500,500,0.5,true,107,0,0,500,1700,1400,6,1121.42857142857,0.666666666666667
1,3,500,500,0.5,true,108,1,1,500,950,750,12,938.461538461538,0.666666666666667
1,3,500,500,0.5,true,110,1,1,500,1150,800,11,970.833333333333,0.727272727272727
1,3,500,500,0.5,true,111,0,0,500,1700,1200,9,945,0.888888888888889
1,3,500,500,0.5,true,113,0,0,500,1800,1400,8,972.222222222222,0.875
1,3,500,500,0.5,true,114,0,1,500,1000,500,7,887.5,0.714285714285714
1,3,500,500,0.5,true,115,1,1,500,750,600,7,1062.5,0.428571428571429
1,3,500,500,0.5,true,116,0,1,500,1600,1100,12,1046.15384615385,0.363636363636364
1,3,500,500,0.5,true,117,1,1,500,700,750,11,1000,0.727272727272727
1,3,500,500,0.5,true,119,0,0,500,2000,1400,8,961.111111111111,0.625
1,3,500,500,0.5,true,120,0,1,500,1600,1000,9,905,0.888888888888889
1,3,500,500,0.5,true,121,1,1,500,550,650,18,944.736842105263,0.647058823529412
1,3,500,500,0.5,true,125,1,1,500,800,800,12,857.692307692308,0.75
1,3,500,500,0.5,true,126,1,0,500,1450,1350,10,940.909090909091,0.9
2,3,500,500,0.5,false,200,1,1,500,1100,800,10,1018.18181818182,0.8
2,3,500,500,0.5,false,201,1,1,500,1250,850,12,923.076923076923,0.916666666666667
2,3,500,500,0.5,false,202,0,1,500,1950,950,13,1071.42857142857,0.769230769230769
2,3,500,500,0.5,false,203,0,0,500,2100,1400,10,1081.81818181818,0.8
2,3,500,500,0.5,false,204,0,0,500,2500,2100,6,1021.42857142857,0.833333333333333
2,3,500,500,0.5,false,205,1,1,500,1300,850,9,880,1
2,3,500,500,0.5,false,207,1,1,500,1500,1250,9,955,0.888888888888889
2,3,500,500,0.5,false,208,1,1,500,650,550,8,1005.55555555556,0.75
2,3,500,500,0.5,false,209,1,1,500,800,600,10,1081.81818181818,0.7
2,3,500,500,0.5,false,213,1,1,500,1150,800,11,966.666666666667,0.909090909090909
2,3,500,500,0.5,false,214,1,1,500,950,750,10,1036.36363636364,0.8
2,3,500,500,0.5,false,215,1,1,500,1100,800,8,966.666666666667,1
2,3,500,500,0.5,false,216,1,1,500,1100,950,7,1006.25,0.857142857142857
2,3,500,500,0.5,false,217,1,1,500,1300,950,11,908.333333333333,0.909090909090909
2,3,500,500,0.5,false,218,1,1,500,1400,1100,8,916.666666666667,1
2,3,500,500,0.5,false,219,1,1,500,1500,1050,11,825,1
2,3,500,500,0.5,false,220,0,0,500,1800,1500,5,1000,0.8
3,3,700,300,0.5,true,300,1,1,300,500,700,10,877.272727272727,0.8
3,3,700,300,0.5,true,301,0,0,700,2500,1800,10,754.545454545455,0.9
3,3,700,300,0.5,true,302,1,1,300,300,400,14,980,0.571428571428571
3,3,700,300,0.5,true,303,0,0,700,1900,1600,9,1030,0.555555555555556
3,3,700,300,0.5,true,304,1,1,300,500,500,16,947.058823529412,0.5625
3,3,700,300,0.5,true,305,0,0,700,2300,1700,9,970,0.666666666666667
3,3,700,300,0.5,true,306,0,1,300,1000,600,8,866.666666666667,0.625
3,3,700,300,0.5,true,307,0,0,300,800,700,5,1116.66666666667,0.2
3,3,700,300,0.5,true,308,1,1,700,1200,1100,12,876.923076923077,0.75
3,3,700,300,0.5,true,309,0,0,700,1550,1150,10,940.909090909091,0.7
3,3,700,300,0.5,true,310,0,0,700,2700,2100,11,983.333333333333,0.545454545454545
3,3,700,300,0.5,true,311,1,0,300,250,400,3,612.5,0.666666666666667
3,3,700,300,0.5,true,313,0,1,300,1200,400,10,759.090909090909,0.8
3,3,700,300,0.5,true,314,0,1,700,1400,500,14,953.333333333333,0.571428571428571
3,3,700,300,0.5,true,315,1,1,300,800,550,11,812.5,0.727272727272727
3,3,700,300,0.5,true,316,0,1,700,1750,1350,6,1014.28571428571,0.5
3,3,700,300,0.5,true,317,0,1,300,1450,750,10,768.181818181818,0.6
3,3,700,300,0.5,true,318,1,1,300,450,550,14,980,0.571428571428571
3,3,700,300,0.5,true,319,1,0,300,1300,1200,12,815.384615384615,0.833333333333333
3,3,700,300,0.5,true,320,1,1,300,450,450,10,900,0.6
3,3,700,300,0.5,true,321,1,1,700,1200,1000,8,766.666666666667,0.875
3,3,700,300,0.5,true,322,0,1,300,1300,500,11,729.166666666667,0.818181818181818
3,3,700,300,0.5,true,323,1,0,700,1200,1250,7,912.5,0.857142857142857
3,3,700,300,0.5,true,324,1,1,700,500,650,13,953.571428571429,0.615384615384615
3,3,700,300,0.5,true,325,1,0,300,1250,1000,7,843.75,0.714285714285714
4,3,700,300,0.5,false,401,0,1,700,1100,700,7,1137.5,0.428571428571429
4,3,700,300,0.5,false,403,1,1,700,1500,1100,10,1036.36363636364,0.7
4,3,700,300,0.5,false,404,1,1,700,900,750,7,1218.75,0.428571428571429
4,3,700,300,0.5,false,405,1,1,300,950,600,11,995.833333333333,0.727272727272727
4,3,700,300,0.5,false,406,0,0,700,2600,2000,6,1028.57142857143,0.833333333333333
4,3,700,300,0.5,false,407,1,1,700,1350,1050,8,916.666666666667,0.75
4,3,700,300,0.5,false,408,1,1,700,1250,950,12,1011.53846153846,0.666666666666667
4,3,700,300,0.5,false,410,1,1,300,450,400,5,958.333333333333,0.6
4,3,700,300,0.5,false,411,0,0,700,2400,1900,7,918.75,0.857142857142857
4,3,700,300,0.5,false,413,0,0,700,1900,1700,5,1383.33333333333,0.4
4,3,700,300,0.5,false,414,1,1,300,1200,800,10,850,0.8
4,3,700,300,0.5,false,415,1,1,300,500,350,5,966.666666666667,0.8
4,3,700,300,0.5,false,416,1,1,700,1450,950,10,804.545454545455,0.9
4,3,700,300,0.5,false,418,1,0,300,1350,1150,8,1055.55555555556,0.75
4,3,700,300,0.5,false,421,1,1,300,750,500,9,900,0.777777777777778
4,3,700,300,0.5,false,422,1,1,300,550,350,6,857.142857142857,0.833333333333333
4,3,700,300,0.5,false,423,1,1,300,900,550,7,712.5,1
4,3,700,300,0.5,false,424,1,0,700,2000,1800,8,988.888888888889,0.875
4,3,700,300,0.5,false,425,0,0,700,1400,1100,5,925,0.6
5,3,500,500,0.5,true,500,0,0,500,1000,800,4,690,0.25
5,3,500,500,0.5,true,501,0,0,500,1000,900,7,787.5,0.142857142857143
5,3,500,500,0.5,true,502,0,0,500,1500,1300,9,680,0.444444444444444
5,3,500,500,0.5,true,503,0,0,500,1400,1100,6,664.285714285714,0.5
5,3,500,500,0.5,true,504,0,1,500,650,350,10,727.272727272727,0.3
5,3,500,500,0.5,true,506,0,0,500,1100,1000,6,764.285714285714,0.5
5,3,500,500,0.5,true,507,0,0,500,1500,1100,10,822.727272727273,0.2
5,3,500,500,0.5,true,508,1,1,500,300,350,9,685,0.222222222222222
5,3,500,500,0.5,true,509,1,0,500,800,750,7,725,0.428571428571429
5,3,500,500,0.5,true,510,0,1,500,450,350,6,700,0.333333333333333
5,3,500,500,0.5,true,511,1,0,500,700,900,8,705.555555555556,0.375
5,3,500,500,0.5,true,512,0,1,500,700,400,7,668.75,0.428571428571429
5,3,500,500,0.5,true,513,1,0,500,700,800,8,611.111111111111,0.5
5,3,500,500,0.5,true,515,1,1,500,150,250,8,755.555555555556,0.25
5,3,500,500,0.5,true,516,0,0,500,800,700,3,812.5,0.333333333333333
5,3,500,500,0.5,true,517,0,0,500,900,600,10,777.272727272727,0.3
6,3,500,500,0.5,false,600,1,1,500,1050,750,10,904.545454545455,0.8
6,3,500,500,0.5,false,602,1,1,500,1200,900,10,895.454545454545,0.8
6,3,500,500,0.5,false,603,1,1,500,1250,950,8,872.222222222222,0.875
6,3,500,500,0.5,false,604,1,1,500,900,700,4,820,1
6,3,500,500,0.5,false,605,0,0,500,1900,1500,6,985.714285714286,0.666666666666667
6,3,500,500,0.5,false,607,1,1,500,1100,850,9,950,0.777777777777778
6,3,500,500,0.5,false,608,0,0,500,1500,1100,6,1014.28571428571,0.666666666666667
6,3,500,500,0.5,false,609,1,1,500,1200,900,8,922.222222222222,0.875
6,3,500,500,0.5,false,611,1,1,500,1100,750,7,868.75,1
6,3,500,500,0.5,false,612,1,1,500,1000,700,8,816.666666666667,0.875
6,3,500,500,0.5,false,613,1,1,500,1250,950,6,885.714285714286,1
6,3,500,500,0.5,false,614,1,1,500,1200,900,6,892.857142857143,1
6,3,500,500,0.5,false,615,1,1,500,1200,850,7,868.75,1
6,3,500,500,0.5,false,616,1,1,500,1150,900,5,891.666666666667,1
6,3,500,500,0.5,false,618,0,0,500,1200,800,6,964.285714285714,0.666666666666667
6,3,500,500,0.5,false,619,1,1,500,1300,1000,12,900,0.75
7,3,700,300,0.5,true,700,0,1,300,850,550,5,1225,0.4
7,3,700,300,0.5,true,701,1,0,700,1850,2000,9,1015,0.666666666666667
7,3,700,300,0.5,true,702,1,1,300,300,350,11,933.333333333333,0.727272727272727
7,3,700,300,0.5,true,703,1,1,700,1350,1200,9,940,0.888888888888889
7,3,700,300,0.5,true,704,0,1,700,1350,1050,8,1227.77777777778,0.5
7,3,700,300,0.5,true,705,0,0,300,2100,1900,10,900,0.8
7,3,700,300,0.5,true,706,0,0,700,2100,1700,8,994.444444444444,0.75
7,3,700,300,0.5,true,707,0,1,700,1700,1200,9,915,0.777777777777778
7,3,700,300,0.5,true,709,1,1,300,700,450,11,937.5,0.818181818181818
7,3,700,300,0.5,true,710,1,1,700,800,800,12,976.923076923077,0.833333333333333
7,3,700,300,0.5,true,712,1,1,700,1300,1200,10,895.454545454545,0.9
7,3,700,300,0.5,true,713,0,0,300,750,350,9,1205,0.555555555555556
7,3,700,300,0.5,true,714,0,1,300,1050,650,7,900,0.714285714285714
7,3,700,300,0.5,true,715,0,1,700,1750,950,13,1189.28571428571,0.615384615384615
7,3,700,300,0.5,true,716,0,0,700,1450,1050,8,1155.55555555556,0.625
7,3,700,300,0.5,true,717,1,1,700,800,1100,10,1095.45454545455,0.5
7,3,700,300,0.5,true,718,1,1,700,750,800,13,953.571428571429,0.692307692307692
7,3,700,300,0.5,true,719,0,0,700,2300,1900,6,950,0.833333333333333
7,3,700,300,0.5,true,720,1,1,700,900,850,9,965,0.888888888888889
7,3,700,300,0.5,true,721,0,0,300,1500,1200,6,921.428571428571,0.833333333333333
7,3,700,300,0.5,true,722,0,1,700,950,650,7,1031.25,0.714285714285714
7,3,700,300,0.5,true,723,1,1,700,1000,850,11,941.666666666667,0.818181818181818
8,3,700,300,0.5,false,800,1,1,300,1000,600,10,981.818181818182,0.9
8,3,700,300,0.5,false,801,0,1,300,1800,1000,9,940,1
8,3,700,300,0.5,false,802,1,1,300,1650,1050,16,961.764705882353,0.875
8,3,700,300,0.5,false,803,1,1,300,800,500,6,835.714285714286,0.833333333333333
8,3,700,300,0.5,false,804,1,1,300,1500,900,14,993.333333333333,0.928571428571429
8,3,700,300,0.5,false,805,1,1,300,850,550,12,1126.92307692308,0.833333333333333
8,3,700,300,0.5,false,806,1,1,300,950,700,9,985,1
8,3,700,300,0.5,false,807,1,1,300,1350,900,13,953.571428571429,0.923076923076923
8,3,700,300,0.5,false,808,1,1,300,1000,700,8,877.777777777778,1
8,3,700,300,0.5,false,809,0,1,700,2000,1100,11,1012.5,0.909090909090909
8,3,700,300,0.5,false,811,1,1,700,1600,1200,10,931.818181818182,0.9
8,3,700,300,0.5,false,812,1,1,700,1050,1000,7,1093.75,0.571428571428571
8,3,700,300,0.5,false,813,1,1,700,1500,1150,11,1050,0.909090909090909
8,3,700,300,0.5,false,814,1,1,700,1600,1150,11,979.166666666667,1
8,3,700,300,0.5,false,815,1,1,300,1700,1400,10,1100,0.7
8,3,700,300,0.5,false,816,1,1,700,900,850,9,1190,0.777777777777778
8,3,700,300,0.5,false,817,1,0,300,1350,1100,7,1143.75,0.857142857142857
8,3,700,300,0.5,false,818,0,0,300,1000,800,4,1330,0.5
8,3,700,300,0.5,false,819,1,1,700,850,800,9,1130,0.777777777777778
8,3,700,300,0.5,false,820,1,1,700,1550,1200,11,966.666666666667,1
8,3,700,300,0.5,false,821,0,0,700,2900,2200,8,1100,0.75
8,3,700,300,0.5,false,822,1,1,300,1150,700,13,982.142857142857,0.846153846153846
8,3,700,300,0.5,false,823,0,0,700,2650,1850,10,968.181818181818,0.9
9,3,500,500,0.5,true,900,1,1,500,1350,1150,12,1084.61538461538,0.916666666666667
9,3,500,500,0.5,true,901,1,1,500,1300,1100,8,1077.77777777778,1
9,3,500,500,0.5,true,902,0,1,500,1650,850,11,1062.5,0.727272727272727
9,3,500,500,0.5,true,903,1,1,500,1650,1300,13,1060.71428571429,0.923076923076923
9,3,500,500,0.5,true,904,1,1,500,800,650,7,1025,0.857142857142857
9,3,500,500,0.5,true,905,0,1,500,1800,1000,9,1005,0.888888888888889
9,3,500,500,0.5,true,906,0,1,500,1750,950,12,1157.69230769231,0.75
9,3,500,500,0.5,true,907,1,1,500,1100,800,10,1127.27272727273,0.8
9,3,500,500,0.5,true,908,0,1,500,1450,850,10,1036.36363636364,0.9
9,3,500,500,0.5,true,909,0,0,500,1600,1300,6,1092.85714285714,0.666666666666667
9,3,500,500,0.5,true,910,1,1,500,1300,1000,10,1031.81818181818,0.8
9,3,500,500,0.5,true,911,1,1,500,900,850,9,1100,0.777777777777778
9,3,500,500,0.5,true,912,0,0,500,1900,1600,6,1014.28571428571,0.666666666666667
9,3,500,500,0.5,true,913,1,1,500,1350,1050,10,1013.63636363636,1
9,3,500,500,0.5,true,914,0,0,500,1600,1100,7,1200,0.428571428571429
9,3,500,500,0.5,true,915,1,0,500,1150,1200,5,1033.33333333333,0.8
9,3,500,500,0.5,true,916,1,1,500,1500,1250,13,1003.57142857143,0.923076923076923
9,3,500,500,0.5,true,917,1,0,500,900,950,9,1055,0.666666666666667
9,3,500,500,0.5,true,918,1,1,500,1500,1150,9,1125,1
9,3,500,500,0.5,true,919,1,1,500,1300,1100,10,1045.45454545455,0.9
9,3,500,500,0.5,true,920,1,1,500,1450,1350,10,1077.27272727273,0.8
10,3,500,500,0.5,false,1000,1,1,500,1050,800,13,889.285714285714,0.916666666666667
10,3,500,500,0.5,false,1001,1,1,500,1000,750,9,880,1
10,3,500,500,0.5,false,1002,0,0,500,1600,1200,5,941.666666666667,0.6
10,3,500,500,0.5,false,1003,0,1,500,1750,1050,7,812.5,1
10,3,500,500,0.5,false,1004,1,1,500,850,650,10,986.363636363636,0.777777777777778
10,3,500,500,0.5,false,1005,1,1,500,1050,750,6,778.571428571429,1
10,3,500,500,0.5,false,1006,1,1,500,1050,800,7,893.75,1
10,3,500,500,0.5,false,1007,1,1,500,1700,1200,12,850,1
10,3,500,500,0.5,false,1008,1,1,500,750,550,8,927.777777777778,0.875
10,3,500,500,0.5,false,1009,1,1,500,1200,850,9,985,0.888888888888889
10,3,500,500,0.5,false,1010,1,1,500,1350,900,11,920.833333333333,0.909090909090909
10,3,500,500,0.5,false,1011,1,1,500,1250,900,9,855,1
10,3,500,500,0.5,false,1012,1,1,500,1300,1000,10,931.818181818182,1
10,3,500,500,0.5,false,1013,1,1,500,650,500,11,945.833333333333,0.8
10,3,500,500,0.5,false,1014,0,0,500,2400,1800,7,893.75,0.714285714285714
10,3,500,500,0.5,false,1015,1,1,500,1300,950,11,904.166666666667,1
10,3,500,500,0.5,false,1017,0,1,500,1800,1200,6,957.142857142857,1
10,3,500,500,0.5,false,1018,1,0,500,600,700,2,1233.33333333333,0
11,3,700,300,0.5,true,1100,1,1,300,350,350,6,814.285714285714,0.666666666666667
11,3,700,300,0.5,true,1101,1,0,300,400,500,10,813.636363636364,0.4
11,3,700,300,0.5,true,1102,1,1,300,250,250,10,681.818181818182,0.5
11,3,700,300,0.5,true,1104,0,0,700,1300,1100,7,712.5,0
11,3,700,300,0.5,true,1105,0,0,300,800,600,6,807.142857142857,0.166666666666667
11,3,700,300,0.5,true,1106,1,1,700,950,800,9,730,0.555555555555556
11,3,700,300,0.5,true,1108,1,1,700,700,700,8,761.111111111111,0.625
11,3,700,300,0.5,true,1109,0,0,300,800,700,6,828.571428571429,0.333333333333333
11,3,700,300,0.5,true,1110,0,0,300,1000,800,7,856.25,0.142857142857143
11,3,700,300,0.5,true,1111,1,0,300,450,600,5,841.666666666667,0.4
11,3,700,300,0.5,true,1112,1,0,300,850,900,7,831.25,0.285714285714286
11,3,700,300,0.5,true,1113,0,0,300,900,600,9,845,0.222222222222222
11,3,700,300,0.5,true,1114,0,0,300,1100,800,10,927.272727272727,0.3
11,3,700,300,0.5,true,1115,0,1,700,1900,1400,8,827.777777777778,0.5
11,3,700,300,0.5,true,1116,0,0,700,1600,1200,12,826.923076923077,0.25
11,3,700,300,0.5,true,1117,0,0,700,1400,1200,9,720,0.333333333333333
11,3,700,300,0.5,true,1119,0,1,700,1250,550,14,766.666666666667,0.428571428571429
11,3,700,300,0.5,true,1120,1,0,700,1200,1150,11,783.333333333333,0.545454545454545
11,3,700,300,0.5,true,1121,0,1,700,1000,700,6,728.571428571429,0.5
12,3,700,300,0.5,false,1200,0,1,300,1200,500,11,700,0.636363636363636
12,3,700,300,0.5,false,1201,0,0,300,1200,900,8,738.888888888889,0.625
12,3,700,300,0.5,false,1202,0,0,300,1400,1100,6,814.285714285714,0.333333333333333
12,3,700,300,0.5,false,1203,0,0,300,1100,700,8,933.333333333333,0.5
12,3,700,300,0.5,false,1204,0,0,700,1900,1500,10,890.909090909091,0.4
12,3,700,300,0.5,false,1205,0,0,300,1100,800,9,915,0.444444444444444
12,3,700,300,0.5,false,1209,1,1,700,950,1050,8,783.333333333333,0.625
12,3,700,300,0.5,false,1210,0,1,700,750,550,4,1120,0.25
12,3,700,300,0.5,false,1212,1,1,300,-300,-50,13,832.142857142857,0.461538461538462
12,3,700,300,0.5,false,1213,0,0,700,1500,1200,10,922.727272727273,0.4
12,3,700,300,0.5,false,1214,1,1,700,800,850,13,825,0.615384615384615
12,3,700,300,0.5,false,1215,1,1,300,500,550,5,733.333333333333,0.8
12,3,700,300,0.5,false,1217,0,0,300,1100,900,4,710,0.75
12,3,700,300,0.5,false,1218,1,1,700,950,850,6,800,0.833333333333333
12,3,700,300,0.5,false,1219,1,0,700,1100,1300,6,971.428571428571,0.5
12,3,700,300,0.5,false,1221,0,1,300,800,300,9,805,0.666666666666667
12,3,700,300,0.5,false,1222,1,1,300,950,1050,10,663.636363636364,0.7
12,3,700,300,0.5,false,1224,1,1,700,1050,950,10,804.545454545455,0.8
12,3,700,300,0.5,false,1226,0,0,300,1700,1300,8,816.666666666667,0.5
12,3,700,300,0.5,false,1227,1,0,300,650,800,3,900,0.333333333333333
13,3,500,500,0.5,false,1300,0,1,500,1450,650,9,980,0.888888888888889
13,3,500,500,0.5,false,1303,1,1,500,850,750,6,914.285714285714,0.833333333333333
13,3,500,500,0.5,false,1304,1,1,500,1200,900,8,866.666666666667,0.875
13,3,500,500,0.5,false,1305,1,1,500,1400,1050,11,895.833333333333,0.909090909090909
13,3,500,500,0.5,false,1306,1,0,500,2050,1900,7,993.75,0.857142857142857
13,3,500,500,0.5,false,1307,1,1,500,1100,950,11,820.833333333333,0.9
13,3,500,500,0.5,false,1309,1,1,500,950,650,10,1022.72727272727,0.8
13,3,500,500,0.5,false,1310,1,1,500,1350,950,12,850,1
13,3,500,500,0.5,false,1311,1,1,500,1050,900,7,868.75,1
13,3,500,500,0.5,false,1313,1,1,500,1000,850,7,831.25,1
13,3,500,500,0.5,false,1314,1,1,500,800,700,6,807.142857142857,1
13,3,500,500,0.5,false,1315,0,0,500,1700,1300,6,928.571428571429,0.833333333333333
13,3,500,500,0.5,false,1316,0,1,500,1550,850,10,868.181818181818,0.888888888888889
13,3,500,500,0.5,false,1317,1,1,500,950,700,9,1065,0.666666666666667
13,3,500,500,0.5,false,1318,1,1,500,1050,750,10,972.727272727273,0.8
13,3,500,500,0.5,false,1319,1,1,500,1250,1100,7,1012.5,0.714285714285714
13,3,500,500,0.5,false,1324,0,0,500,1650,1150,6,1092.85714285714,0.666666666666667
14,3,700,300,0.5,true,1400,1,1,300,150,300,7,662.5,0.571428571428571
14,3,700,300,0.5,true,1402,0,0,300,1450,850,7,631.25,0.571428571428571
14,3,700,300,0.5,true,1404,0,1,300,950,550,6,714.285714285714,0.666666666666667
14,3,700,300,0.5,true,1405,0,0,300,400,300,3,587.5,0
14,3,700,300,0.5,true,1406,0,0,300,1700,1300,7,687.5,0.857142857142857
14,3,700,300,0.5,true,1407,1,1,700,600,600,6,707.142857142857,0.5
14,3,700,300,0.5,true,1408,0,0,300,1000,600,9,615,0.444444444444444
14,3,700,300,0.5,true,1410,1,1,700,950,1050,4,880,0.5
14,3,700,300,0.5,true,1412,1,0,300,500,600,4,610,0
14,3,700,300,0.5,true,1413,0,1,300,700,500,5,683.333333333333,0.2
14,3,700,300,0.5,true,1414,1,0,300,600,700,6,650,0.333333333333333
14,3,700,300,0.5,true,1415,0,0,700,800,700,3,625,0.333333333333333
14,3,700,300,0.5,true,1416,1,1,700,750,650,4,750,0.75
14,3,700,300,0.5,true,1417,1,1,700,550,600,5,666.666666666667,0.6
15,3,700,300,0.5,false,1500,1,1,300,1150,800,11,1025,0.909090909090909
15,3,700,300,0.5,false,1501,0,0,300,1900,1400,7,1050,0.857142857142857
15,3,700,300,0.5,false,1502,1,1,300,850,550,10,936.363636363636,0.9
15,3,700,300,0.5,false,1503,1,1,300,900,650,9,1070,0.888888888888889
15,3,700,300,0.5,false,1504,1,1,700,900,750,11,1183.33333333333,0.727272727272727
15,3,700,300,0.5,false,1505,1,1,700,1550,1150,10,895.454545454545,1
15,3,700,300,0.5,false,1506,1,1,700,1500,1150,11,1037.5,0.818181818181818
15,3,700,300,0.5,false,1507,1,1,700,1200,950,7,1093.75,0.857142857142857
15,3,700,300,0.5,false,1508,0,1,700,1950,1350,8,1144.44444444444,0.75
15,3,700,300,0.5,false,1510,0,1,300,1200,600,6,885.714285714286,1
15,3,700,300,0.5,false,1511,1,1,700,1150,900,9,980,0.888888888888889
15,3,700,300,0.5,false,1512,1,1,700,1850,1600,9,1180,0.777777777777778
15,3,700,300,0.5,false,1513,1,1,300,1150,900,13,1132.14285714286,0.846153846153846
15,3,700,300,0.5,false,1514,1,1,700,1050,850,10,1013.63636363636,0.8
15,3,700,300,0.5,false,1515,1,1,700,1200,900,12,1111.53846153846,0.833333333333333
15,3,700,300,0.5,false,1516,0,0,700,2000,1400,7,1087.5,0.857142857142857
15,3,700,300,0.5,false,1517,0,0,700,3000,2300,8,1155.55555555556,1
15,3,700,300,0.5,false,1518,1,1,700,1450,1250,8,994.444444444444,1
16,3,500,500,0.5,true,1600,1,1,500,600,550,5,541.666666666667,0.8
16,3,500,500,0.5,true,1601,1,1,500,500,400,6,721.428571428571,0.5
